Wikipedia ID,Movie Name,Year,Character Name,Count,Full name,Normalized_name,Mean Difference,Influenced,Wikipedia_movie_ID,Genres
30327,the terminator,1984,Kyle,14,Kyle Reese,KYLE,10607.133333333331,1,30327.0,"Thriller, Science Fiction, Indie, Doomsday film, Stop motion, Action/Adventure, Time travel, Action"
99123,speed,1994,Jack,35,Jack Traven,JACK,10288.2,1,99123.0,"Thriller, Action/Adventure, Action, Crime Fiction, Adventure"
97646,die hard,1988,Alexander,2,Alexander,ALEXANDER,8733.633333333331,1,97646.0,"Crime Fiction, Thriller, Action, Action/Adventure"
724258,mission: impossible,1996,Ethan,33,Ethan Hunt,ETHAN,8677.6,1,724258.0,"Thriller, Action/Adventure, Action, Spy"
403227,the nightmare before christmas,1993,Jack,11,Jack assigns Lock,JACK,7885.366666666666,1,403227.0,
370064,love actually,2003,Mia,3,Mia  ,MIA,7789.1,1,370064.0,"Romantic comedy, Ensemble Film, Comedy-drama, Holiday Film, Drama, Comedy, Romance Film"
248222,the fast and the furious,2001,Mia,6,Mia,MIA,7618.633333333334,1,248222.0,"Crime Fiction, Thriller, Sports, Action/Adventure, Action, Auto racing"
17917662,the notebook,2004,Noah,24,Noah Calhoun,NOAH,6105.4,1,17917662.0,"Coming of age, Period piece, Drama, Film adaptation, Romantic drama, Romance Film"
34344124,terminator 2: judgment day,1991,Connor,12,John Connor,CONNOR,6015.1,1,34344124.0,"Thriller, Science Fiction, Doomsday film, Action/Adventure, Time travel, Action"
34344124,terminator 2: judgment day,1991,Connor,12,Sarah Connor,CONNOR,6015.1,1,34344124.0,"Thriller, Science Fiction, Doomsday film, Action/Adventure, Time travel, Action"
242539,an officer and a gentleman,1982,Zachary,28,"Zachary ""Zack""",ZACHARY,5966.7,1,242539.0,"Romantic drama, Romance Film, Drama"
168593,"good morning, vietnam",1987,Taylor,4,Taylor,TAYLOR,5762.7,1,168593.0,"Comedy-drama, Comedy, War film"
5735396,invasion of the body snatchers,1978,Elizabeth,13,Elizabeth Driscoll,ELIZABETH,5705.700000000001,1,5735396.0,"Thriller, Science Fiction, Remake, New Hollywood, Doomsday film"
1428048,the last of the mohicans,1992,Jack,2,Jack Winthrop,JACK,5517.866666666667,1,1428048.0,"Costume drama, War film, Period piece, Drama, Film adaptation, Romantic drama, Romance Film"
337740,bram stoker's dracula,1992,Jack,3,Jack Seward's,JACK,5517.866666666667,1,337740.0,"Thriller, Horror, Costume drama, Gothic Film, Cult, Period piece, Fantasy, Film adaptation, Drama, Romance Film, Costume Horror"
695266,lethal weapon 3,1992,Jack,16,Jack Travis,JACK,5517.866666666667,1,695266.0,"Thriller, Crime Fiction, Buddy film, Buddy cop, Action/Adventure, Comedy, Action Thrillers, Action"
6804043,gladiator,2000,Noah,4,Noah,NOAH,5492.799999999999,1,6804043.0,"Crime Fiction, Sports, Drama, Boxing, Teen"
3600824,a time to kill,1996,Harry,2,Harry Rex Vonner,HARRY,5064.366666666667,1,3600824.0,"Thriller, Crime Fiction, Drama"
5878044,picnic at hanging rock,1975,Sara,7,Believing Sara,SARA,5032.966666666666,1,5878044.0,"LGBT, Thriller, Horror, World cinema, Supernatural, Mystery, Period piece, Coming of age, Drama"
347000,suspiria,1977,Daniel,3,Daniel,DANIEL,4999.700000000001,1,347000.0,"Horror, World cinema, Supernatural, Gothic Film, Cult, Coming of age, Slasher"
2422489,yellow submarine,1968,Jeremy,5,Jeremy Hillary Boob,JEREMY,4999.266666666667,1,2422489.0,"Adventure, Animation, Musical, Fantasy, Comedy, Family Film"
32252,unbreakable,2000,Elijah,7,Elijah Price,ELIJAH,4881.5,1,32252.0,"Thriller, Science Fiction, Superhero movie, Supernatural, Psychological thriller, Superhero, Action/Adventure, Suspense"
20179415,halloween,1978,Lindsey,2,Lindsey Wallace,LINDSEY,4348.866666666667,1,20179415.0,"Thriller, Horror, Indie, Cult, Slasher, Teen"
129493,dead poets society,1989,Cameron,2,Charlie punches Cameron,CAMERON,4120.3,1,129493.0,"Ensemble Film, School story, Period piece, Drama, Coming of age, Teen"
26742350,the addams family,1991,Abigail,11,Abigail Craven,ABIGAIL,3876.333333333333,1,26742350.0,"Black comedy, Family Film, Fantasy, Comedy, Domestic Comedy"
666923,the lost world: jurassic park,1997,Owen,6,Nick Van Owen,OWEN,3865.2,1,666923.0,"Thriller, Science Fiction, Action, Adventure, Film adaptation"
113460,platoon,1986,Taylor,18,Chris Taylor,TAYLOR,3857.166666666667,1,113460.0,"Anti-war, Indie, Drama, War film, Action, Anti-war film, Combat Films"
445066,robocop,1987,Alex,6,Alex Murphy,ALEX,3639.9,1,445066.0,"Thriller, Crime Fiction, Science Fiction, Superhero movie, Stop motion, Action/Adventure, Satire, Action"
676909,the terminal,2004,Amelia,3,Amelia Warren,AMELIA,3591.133333333333,1,676909.0,"Romantic comedy, Comedy-drama, Drama, Comedy, Romantic drama, Romance Film, Comedy of Errors"
4560,braveheart,1995,Isabella,6,Isabella,ISABELLA,3563.166666666667,1,4560.0,"Biography, Adventure, History, War film, Action/Adventure, Period piece, Drama, Costume drama, Action"
1145761,where eagles dare,1968,Jonathan,8,Jonathan Smith,JONATHAN,3555.9,1,1145761.0,"Adventure, Roadshow theatrical release, Action/Adventure, Drama, War film, Action"
133574,unforgiven,1992,Logan,7,Ned Logan,LOGAN,3517.7,1,133574.0,"Western, Drama"
88326,ferris bueller's day off,1986,Cameron,6,Cameron Frye,CAMERON,3354.2,1,88326.0,"Cult, Drama, Coming of age, Comedy, Teen"
210151,"lock, stock and two smoking barrels",1998,Harry,9,"Harry ""The Hatchet"" Lonsdale's",HARRY,3336.266666666667,1,210151.0,"Thriller, Caper story, Crime Fiction, Buddy film, Crime Comedy"
5842075,fear and loathing in las vegas,1998,Lucy,5,Lucy,LUCY,3314.9,1,5842075.0,"Buddy film, Adventure, Absurdism, Road movie, Experimental film, Cult, Drama, Comedy, Black comedy, Avant-garde"
654530,legends of the fall,1994,Tristan,16,Tristan,TRISTAN,3297.966666666667,1,654530.0,"Family Drama, War film, Western, Period piece, Drama, Film adaptation, Romantic drama, Romance Film"
473273,jurassic park iii,2001,Ellie,3,Ellie Sattler,ELLIE,3286.666666666667,1,473273.0,"Thriller, Natural horror films, Science Fiction, Horror, Adventure, Action/Adventure, Monster, Action"
3600824,a time to kill,1996,Hailey,11,Carl Lee Hailey,HAILEY,3286.5,1,3600824.0,"Thriller, Crime Fiction, Drama"
3600824,a time to kill,1996,Hailey,3,Tonya Hailey,HAILEY,3286.5,1,3600824.0,"Thriller, Crime Fiction, Drama"
443972,hook,1991,Jack,5,Jack,JACK,3281.233333333333,1,443972.0,
30006,the silence of the lambs,1991,Jack,3,Jack Crawford,JACK,3281.233333333333,1,30006.0,"Thriller, LGBT, Horror, Psychological thriller, Crime Fiction, Suspense, Drama, Crime Thriller"
924771,the naked gun 2½: the smell of fear,1991,Quentin,4,Quentin Hapsburg,QUENTIN,3269.1,1,924771.0,"Parody, Comedy"
1627058,how to steal a million,1966,Nicole,7,Nicole Bonnet,NICOLE,3263.266666666667,1,1627058.0,"Crime Fiction, Romantic comedy, Crime Comedy, Heist, Caper story, Comedy, Romance Film"
407288,2 fast 2 furious,2003,Carter,4,Carter Verone,CARTER,3235.966666666667,1,407288.0,"Thriller, Crime Fiction, Action/Adventure, Crime Thriller, Action Thrillers, Action, Sports"
1277918,charlie and the chocolate factory,2005,Charlie,14,Charlie Bucket,CHARLIE,3171.7,1,1277918.0,
525314,shrek 2,2004,Lillian,2,Queen Lillian,LILLIAN,3073.6,1,525314.0,
11077335,doctor zhivago,1965,Tonya,2,Tonya Gromeko,TONYA,3025.466666666667,1,11077335.0,Costume drama
97758,doctor zhivago,1965,Tonya,3,Tonya Komarovskaya,TONYA,3025.466666666667,1,97758.0,"Roadshow theatrical release, Epic, Period piece, Drama, War film, Romantic drama, Romance Film"
394792,jackie brown,1997,Louis,8,Louis shot Melanie,LOUIS,2953.133333333333,1,394792.0,"Thriller, Crime Fiction, Indie, Action/Adventure, Blaxploitation, Drama, Comedy, Crime Thriller, Action"
716738,meet joe black,1998,William,19,"William ""Bill""",WILLIAM,2943.966666666667,1,716738.0,"Heaven-Can-Wait Fantasies, Mystery, Fantasy, Drama, Romantic drama, Romance Film, Romantic fantasy"
142049,minority report,2002,Leo,8,Leo Crow,LEO,2831.166666666667,1,142049.0,"Crime Fiction, Thriller, Science Fiction, Future noir, Chase Movie, Action/Adventure, Mystery, Drama, Dystopia, Film adaptation, Action, Film noir"
23808966,bill & ted's excellent adventure,1989,Logan,16,"Ted"" Theodore Logan",LOGAN,2695.166666666667,1,23808966.0,"Science Fiction, Buddy film, Adventure, Fantasy, Comedy, Time travel, Sci-Fi Adventure, Family Film, Teen"
219712,final destination,2000,Carter,6,Carter Horton,CARTER,2685.533333333333,1,219712.0,"Thriller, Horror, Supernatural, Cult, Slasher, Teen"
210151,"lock, stock and two smoking barrels",1998,Tom,7,Tom,TOM,2614.6,1,210151.0,"Thriller, Caper story, Crime Fiction, Buddy film, Crime Comedy"
301574,the little mermaid,1989,Ariel,27,Ariel spends,ARIEL,2508.0333333333338,1,301574.0,"Costume drama, Animation, Musical, Fantasy, Romance Film, Family Film"
186856,the omen,1976,Katherine,3,Katherine,KATHERINE,2308.4333333333334,1,186856.0,"Demonic child, Horror, Supernatural, Psychological thriller, Cult, Mystery"
312757,tron,1982,Kevin,15,Kevin Flynn,KEVIN,2235.900000000001,1,312757.0,"Cyberpunk, Thriller, Science Fiction, Adventure, Computer Animation, Family Film, Action"
99304,pearl harbor,2001,Evelyn,10,Evelyn Johnson,EVELYN,2195.466666666667,1,99304.0,"Action/Adventure, Period piece, Drama, War film, Romantic drama, Romance Film, Action, Airplanes and airports"
957359,the mummy returns,2001,Evelyn,6,Evelyn O'Connell,EVELYN,2195.466666666667,1,957359.0,"Thriller, Monster movie, Horror, Adventure, Supernatural, Costume drama, Costume Adventure, Creature Film, Action/Adventure, Fantasy, Adventure Comedy, Action"
237303,bruce almighty,2003,Nolan,25,Bruce Nolan,NOLAN,2145.733333333333,1,237303.0,"Heavenly Comedy, Drama, Comedy, Fantasy, Fantasy Comedy, Religious Film"
394792,jackie brown,1997,Max,11,Max Cherry,MAX,2115.733333333333,1,394792.0,"Thriller, Crime Fiction, Indie, Action/Adventure, Blaxploitation, Drama, Comedy, Crime Thriller, Action"
657446,liar liar,1997,Max,13,Max,MAX,2115.733333333333,1,657446.0,"Slapstick, Fantasy Comedy, Fantasy, Comedy, Domestic Comedy"
28327,stargate,1994,Jackson,20,Daniel Jackson,JACKSON,2108.866666666667,1,28327.0,"Thriller, Science Fiction, Action, Sci-Fi Adventure, Adventure"
179044,the jerk,1979,Marie,10,Marie knocks,MARIE,2107.666666666666,1,179044.0,"Music, Screwball comedy, Slapstick, Comedy, Absurdism"
204019,notting hill,1999,Max,2,Max,MAX,2056.266666666667,1,204019.0,"Romantic comedy, Romance Film, Comedy"
228355,the naked gun: from the files of police squad!,1988,Spencer,9,Jane Spencer,SPENCER,2019.2,1,228355.0,"Parody, Crime Fiction, Screwball comedy, Comedy, Romance Film, Action"
489800,rush hour,1998,Carter,22,Detective James Carter,CARTER,2012.2333333333336,1,489800.0,"Thriller, Crime Fiction, Action, Comedy"
725459,the exorcist,1973,Damien,10,Damien Karras,DAMIEN,1975.5333333333333,1,725459.0,"Demonic child, Horror, Supernatural, Psychological thriller, Cult, Drama, New Hollywood"
724258,mission: impossible,1996,Max,8,Max,MAX,1961.1,1,724258.0,"Thriller, Action/Adventure, Action, Spy"
28269,saving private ryan,1998,George,2,George Marshall,GEORGE,1917.8,1,28269.0,"Ensemble Film, History, Drama, War film, Action, Combat Films"
4846576,american psycho,2000,Evelyn,2,Evelyn,EVELYN,1876.3666666666663,1,4846576.0,"Thriller, Crime Thriller, Horror, Psychological thriller, Period piece, Satire, Drama, Comedy, Film adaptation, Crime Fiction, Black comedy, Slasher"
21180,natural born killers,1994,Owen,2,Owen Traft,OWEN,1841.4,1,21180.0,"Thriller, Crime Fiction, Crime Drama, Road movie, Drama, Media Satire, Romance Film"
666923,the lost world: jurassic park,1997,Carter,3,Carter,CARTER,1782.8,1,666923.0,"Thriller, Science Fiction, Action, Adventure, Film adaptation"
52371,titanic,1997,Dawson,27,Jack Dawson,DAWSON,1779.3666666666668,1,52371.0,"Tragedy, Costume drama, Historical fiction, Action/Adventure, Period piece, Drama, Disaster, Romantic drama, Romance Film"
52371,titanic,1997,Dawson,33,Rose Dawson Calvert,DAWSON,1779.3666666666668,1,52371.0,"Tragedy, Costume drama, Historical fiction, Action/Adventure, Period piece, Drama, Disaster, Romantic drama, Romance Film"
28269,saving private ryan,1998,Charlie,3,Charlie Company,CHARLIE,1770.8333333333337,1,28269.0,"Ensemble Film, History, Drama, War film, Action, Combat Films"
146236,close encounters of the third kind,1977,Jillian,3,Jillian,JILLIAN,1700.6333333333332,1,146236.0,"Science Fiction, Drama, Adventure, New Hollywood"
525113,tombstone,1993,Wyatt,16,Wyatt Earp,WYATT,1685.2666666666664,1,525113.0,"Crime Fiction, Costume drama, Action/Adventure, Western, Drama, History, Romance Film, Action"
473273,jurassic park iii,2001,Cooper,4,Cooper,COOPER,1683.4666666666665,1,473273.0,"Thriller, Natural horror films, Science Fiction, Horror, Adventure, Action/Adventure, Monster, Action"
52549,star wars episode iv: a new hope,1977,Luke,16,Luke Skywalker,LUKE,1653.1666666666663,1,52549.0,"Science Fiction, Adventure, Fantasy, Coming of age, Family Film, Action, Space western"
54173,pulp fiction,1994,Mia,5,Mia Wallace,MIA,1611.9333333333334,1,54173.0,"Crime Fiction, Thriller, Crime Comedy, Indie, Gangster Film, Ensemble Film, Drama, Crime Thriller, Black comedy"
8481,dressed to kill,1980,Blake,8,Liz Blake,BLAKE,1573.6333333333334,1,8481.0,"Thriller, Horror, Erotica, Mystery, Psychological thriller, Erotic thriller, Suspense, Crime Thriller, Slasher, Indie"
349941,being john malkovich,1999,Charlie,2,Charlie Sheen,CHARLIE,1556.2333333333336,1,349941.0,"Workplace Comedy, Fantasy, Drama, Comedy, Black comedy, Fantasy Comedy"
442647,young frankenstein,1974,Elizabeth,4,Elizabeth,ELIZABETH,1514.8666666666668,1,442647.0,"Parody, Science Fiction, Horror, Black-and-white, Horror Comedy, Comedy, Slapstick"
4560,braveheart,1995,William,30,William Wallace,WILLIAM,1505.2666666666664,1,4560.0,"Biography, Adventure, History, War film, Action/Adventure, Period piece, Drama, Costume drama, Action"
217982,caddyshack,1980,Lacey,3,Lacey Underall,LACEY,1482.2,1,217982.0,"Sports, Gross-out film, Cult, Satire, Comedy, Gross out, Slapstick"
217982,caddyshack,1980,Lacey,17,Danny of Lacey,LACEY,1482.2,1,217982.0,"Sports, Gross-out film, Cult, Satire, Comedy, Gross out, Slapstick"
471370,an american werewolf in london,1981,Alex,2,Alex Price,ALEX,1475.7,1,471370.0,"Fantasy, Horror, Creature Film, Horror Comedy"
29942,the graduate,1967,Benjamin,49,Elaine confronts Benjamin,BENJAMIN,1449.5333333333333,1,29942.0,"Romance Film, Drama, Comedy"
1353086,the fearless vampire killers,1967,Sarah,9,Sarah,SARAH,1443.6333333333332,1,1353086.0,"Parody, Cult, Horror, Comedy"
68485,jurassic park,1993,Ellie,10,Ellie Sattler,ELLIE,1379.9666666666667,1,68485.0,"Thriller, Natural horror films, Science Fiction, Horror, Adventure, Film adaptation, Action/Adventure, Monster, Action"
6254878,superbad,2007,Jules,7,Jules  during,JULES,1321.066666666667,1,6254878.0,"Sex comedy, Buddy film, Cult, Coming of age, Comedy, Teen"
179825,top gun,1986,Mitchell,2,Duke Mitchell,MITCHELL,1298.2666666666664,1,179825.0,"Action/Adventure, Drama, War film, Romantic drama, Romance Film, Action, Airplanes and airports"
10487,evil dead ii,1987,Jake,2,Jake,JAKE,1260.4,1,10487.0,"Horror, Stop motion, Cult, Comedy, Splatter film, Zombie Film, Black comedy"
680361,dirty dancing,1987,Jake,3,Jake Houseman,JAKE,1260.4,1,680361.0,"Dance, Indie, Period piece, Musical, Coming of age, Drama, Romantic drama, Romance Film, Musical Drama, Teen"
235418,lethal weapon,1987,Martin,7,Martin Riggs,MARTIN,1256.9,1,235418.0,"Crime Fiction, Albino bias, Buddy film, Buddy cop, Action/Adventure, Thriller, Comedy, Action"
695780,casino,1995,Sam,26,"Sam ""Ace"" Rothstein",SAM,1240.3333333333333,1,695780.0,"Crime Fiction, Biography, Gangster Film, Period piece, Drama, Film adaptation"
3700174,jumanji,1995,Sam,6,Sam,SAM,1240.3333333333333,1,3700174.0,
920296,somewhere in time,1980,Elise,5,Elise McKenna,ELISE,1106.8333333333337,1,920296.0,"Science Fiction, Indie, Tragedy, Romantic fantasy, Fantasy, Drama, Romantic drama, Time travel, Romance Film"
226198,sleepless in seattle,1993,Jonah,9,Jonah,JONAH,1080.6,1,226198.0,"Romantic comedy, Comedy-drama, Romance Film, Drama, Comedy"
407288,2 fast 2 furious,2003,Roman,3,Roman Pearce,ROMAN,1079.7,1,407288.0,"Thriller, Crime Fiction, Action/Adventure, Crime Thriller, Action Thrillers, Action, Sports"
12319656,paint your wagon,1969,Jacob,2,Jacob Woodling,JACOB,1077.5333333333333,1,12319656.0,"Roadshow theatrical release, Western, Action/Adventure, Musical, Drama, Comedy, Film adaptation"
3557540,the hunt for red october,1990,Jack,8,Jack Ryan,JACK,1074.2333333333336,1,3557540.0,"Thriller, Action Thrillers, Action/Adventure, Drama, Political thriller, Action"
648921,face/off,1997,Eve,4,Eve,EVE,1044.7333333333331,1,648921.0,"Thriller, Crime Fiction, Tragedy, Chase Movie, Science Fiction, Action Thrillers, Action"
695780,casino,1995,McKenna,7,Ginger McKenna,MCKENNA,1034.3333333333333,1,695780.0,"Crime Fiction, Biography, Gangster Film, Period piece, Drama, Film adaptation"
673472,the lost boys,1987,Max,12,Max,MAX,1032.5,1,673472.0,"Cult, Horror, Coming of age, Comedy, Teen"
5878044,picnic at hanging rock,1975,Miranda,2,Miranda,MIRANDA,1002.6333333333332,1,5878044.0,"LGBT, Thriller, Horror, World cinema, Supernatural, Mystery, Period piece, Coming of age, Drama"
213275,back to the future part iii,1990,Clara,10,Clara Clayton,CLARA,1001.3666666666668,1,213275.0,"Science Fiction, Adventure, Western, Comedy, Family Film, Hybrid Western"
4440277,highlander,1986,Connor,13,Connor MacLeod,CONNOR,980.6,1,4440277.0,"Cult, Action/Adventure, Science Fiction, Fantasy, Superhero movie"
618929,ghostbusters ii,1989,Oscar,7,Oscar,OSCAR,953.7666666666664,1,618929.0,"Science Fiction, Supernatural, Action/Adventure, Satire, Fantasy, Comedy, Action"
157172,time bandits,1981,Kevin,23,Kevin,KEVIN,923.0333333333328,1,157172.0,"Science Fiction, Fantasy Adventure, Indie, Costume drama, Existentialism, Fantasy, Comedy, Family Film, Fantasy Comedy, Time travel, Adventure"
129524,field of dreams,1989,Jackson,4,Joe Jackson,JACKSON,901.7,1,129524.0,"Americana, Family Drama, Baseball, Sports, Fantasy, Film adaptation, Drama, Family Film"
43566,heat,1995,Hanna,5,Vincent Hanna,HANNA,898.6666666666665,1,43566.0,"Thriller, Crime Fiction, Heist, Psychological thriller, Action/Adventure, Drama, Crime Thriller, Action"
226198,sleepless in seattle,1993,Sam,14,Sam Baldwin,SAM,841.3333333333333,1,226198.0,"Romantic comedy, Comedy-drama, Romance Film, Drama, Comedy"
685977,sixteen candles,1984,Jake,7,Jake Ryan,JAKE,831.5666666666667,1,685977.0,"Romantic comedy, Cult, Coming of age, Comedy, Romance Film, Teen"
97758,doctor zhivago,1965,Lara,19,Lara,LARA,825.1333333333333,1,97758.0,"Roadshow theatrical release, Epic, Period piece, Drama, War film, Romantic drama, Romance Film"
11077335,doctor zhivago,1965,Lara,11,Lara,LARA,825.1333333333333,1,11077335.0,Costume drama
598868,mad max beyond thunderdome,1985,Max,2,Bartertown Max,MAX,803.2333333333332,1,598868.0,"Science Fiction, Indie, World cinema, Doomsday film, Apocalyptic and post-apocalyptic fiction, Action"
598868,mad max beyond thunderdome,1985,Max,18,Max Rockatansky,MAX,803.2333333333332,1,598868.0,"Science Fiction, Indie, World cinema, Doomsday film, Apocalyptic and post-apocalyptic fiction, Action"
241171,weird science,1985,Max,9,Max,MAX,803.2333333333332,1,241171.0,"Science Fiction, Buddy film, Cult, Fantasy, Comedy, Romance Film, Teen"
301574,the little mermaid,1989,Sebastian,2,Sebastian,SEBASTIAN,797.8,1,301574.0,"Costume drama, Animation, Musical, Fantasy, Romance Film, Family Film"
443718,days of heaven,1978,Abby,8,Abby,ABBY,789.6333333333332,1,443718.0,"Crime Fiction, Period piece, Drama, Romantic drama, Romance Film, New Hollywood"
618929,ghostbusters ii,1989,Louis,2,Louis and Janine,LOUIS,776.8666666666663,1,618929.0,"Science Fiction, Supernatural, Action/Adventure, Satire, Fantasy, Comedy, Action"
97646,die hard,1988,Theo,2,Theo,THEO,768.8,1,97646.0,"Crime Fiction, Thriller, Action, Action/Adventure"
618929,ghostbusters ii,1989,Jack,2,Jack,JACK,765.3666666666666,1,618929.0,"Science Fiction, Supernatural, Action/Adventure, Satire, Fantasy, Comedy, Action"
3616797,gladiator,2000,Maximus,2,Maximus Decimus Meridius,MAXIMUS,759.0,1,3616797.0,"Tragedy, Adventure, Costume drama, Epic, Drama, War film, Action, Movies About Gladiators, Historical drama"
5667453,the flight of the phoenix,1965,Carlos,4,Carlos,CARLOS,756.0333333333333,1,5667453.0,"Disaster, Film adaptation, Drama, Adventure, Airplanes and airports"
5878044,picnic at hanging rock,1975,Marion,3,Marion,MARION,753.0666666666667,1,5878044.0,"LGBT, Thriller, Horror, World cinema, Supernatural, Mystery, Period piece, Coming of age, Drama"
695227,lethal weapon 2,1989,Leo,9,Leo Getz,LEO,739.0666666666667,1,695227.0,"Thriller, Crime Fiction, Buddy film, Buddy cop, Action/Adventure, Comedy, Action Thrillers, Action"
1485962,the mask,1994,Dorian,14,Dorian Tyrell,DORIAN,724.5333333333333,1,1485962.0,"Crime Fiction, Romance Film, Action, Fantasy, Comedy"
54173,pulp fiction,1994,Jules,16,Jules Winnfield,JULES,724.4,1,54173.0,"Crime Fiction, Thriller, Crime Comedy, Indie, Gangster Film, Ensemble Film, Drama, Crime Thriller, Black comedy"
231829,magnolia,1999,Rose,2,Rose,ROSE,678.4000000000001,1,231829.0,Drama
228355,the naked gun: from the files of police squad!,1988,Jackson,5,Reggie Jackson,JACKSON,665.2,1,228355.0,"Parody, Crime Fiction, Screwball comedy, Comedy, Romance Film, Action"
76630,the wild bunch,1969,Angel,11,Angel,ANGEL,643.3666666666668,1,76630.0,"Western, Action"
52371,titanic,1997,Rose,33,Rose Dawson Calvert,ROSE,640.0,1,52371.0,"Tragedy, Costume drama, Historical fiction, Action/Adventure, Period piece, Drama, Disaster, Romantic drama, Romance Film"
442308,once upon a time in america,1984,Max,21,Max Bercovicz,MAX,632.0,1,442308.0,"Crime Fiction, Ensemble Film, Gangster Film, Period piece, Drama, Film adaptation"
685977,sixteen candles,1984,Bryce,2,Bryce,BRYCE,627.7666666666668,1,685977.0,"Romantic comedy, Cult, Coming of age, Comedy, Romance Film, Teen"
155997,boyz n the hood,1991,Brenda,4,Brenda,BRENDA,624.7666666666664,1,155997.0,"Crime Fiction, Drama, Coming of age, Teen"
51888,indiana jones and the last crusade,1989,Donovan,3,Walter Donovan,DONOVAN,621.7333333333332,1,51888.0,Adventure
441926,a fistful of dollars,1964,Antonio,3,Antonio,ANTONIO,616.9166666666665,1,441926.0,"World cinema, Spaghetti Western, Remake, Action/Adventure, Western, Action"
213270,back to the future part ii,1989,Parker,9,Jennifer Parker,PARKER,614.2666666666667,1,213270.0,"Science Fiction, Adventure, Comedy, Time travel, Family Film, Sci-Fi Adventure, Humour"
200694,clerks.,1994,Dante,27,Dante Hicks,DANTE,573.6333333333332,1,200694.0,"Buddy film, Indie, Black-and-white, Cult, Drama, Comedy"
51906,breakfast at tiffany's,1961,Holly,13,Holly Golightly,HOLLY,565.3333333333335,1,51906.0,"Romantic comedy, Comedy of manners, Comedy-drama, Drama, Comedy, Romance Film"
2274938,friday the 13th part 2,1981,Pamela,3,Pamela Voorhees,PAMELA,559.5999999999999,1,2274938.0,"Cult, Horror, Slasher, Teen"
442308,once upon a time in america,1984,Patrick,5,"Patrick ""Patsy"" Goldberg",PATRICK,557.1666666666661,1,442308.0,"Crime Fiction, Ensemble Film, Gangster Film, Period piece, Drama, Film adaptation"
105872,clueless,1995,Josh,8,Josh,JOSH,533.2666666666667,1,105872.0,"Romantic comedy, LGBT, Comedy of manners, Coming of age, Comedy, Romance Film, Teen"
442308,once upon a time in america,1984,Bailey,5,Bailey,BAILEY,529.0,1,442308.0,"Crime Fiction, Ensemble Film, Gangster Film, Period piece, Drama, Film adaptation"
1645634,the big sleep,1978,Philip,12,Philip Marlowe,PHILIP,525.2666666666664,1,1645634.0,"Crime Fiction, Thriller, Gangster Film, Mystery, Drama, Crime Thriller"
129493,dead poets society,1989,Nolan,5,Gale Nolan,NOLAN,518.3,1,129493.0,"Ensemble Film, School story, Period piece, Drama, Coming of age, Teen"
237134,"paris, texas",1984,Hunter,11,Telling Hunter,HUNTER,503.1,1,237134.0,"Mystery, Romance Film, Drama, Indie, Road movie"
248222,the fast and the furious,2001,Leon,2,Leon,LEON,494.83333333333326,1,248222.0,"Crime Fiction, Thriller, Sports, Action/Adventure, Action, Auto racing"
456587,videodrome,1983,Max,21,Max Renn,MAX,476.1333333333333,1,456587.0,"Thriller, Mystery, Science Fiction, Horror"
335298,toy story 2,1999,Andy,9,Andy,ANDY,465.96666666666647,1,335298.0,
