Wikipedia ID,Movie Name,Year,Character Name,Count
473273,jurassic park iii,2001,Paul,3
473273,jurassic park iii,2001,Isla Sorna,2
473273,jurassic park iii,2001,Nash,2
30582,the sixth sense,1999,Kyra Collins,8
30582,the sixth sense,1999,Vincent Gray,4
30582,the sixth sense,1999,Lynn,4
30582,the sixth sense,1999,Malcolm Crowe,3
30582,the sixth sense,1999,Anna Crowe,3
45481,soylent green,1973,Robert Thorn,11
45481,soylent green,1973,William R. Simonson,10
45481,soylent green,1973,"Solomon ""Sol"" Roth",6
45481,soylent green,1973,Soylent Green,4
45481,soylent green,1973,Shirl,2
20179415,halloween,1978,Michael Myers,32
20179415,halloween,1978,Laurie Strode,17
20179415,halloween,1978,Annie Brackett,8
20179415,halloween,1978,Samuel Loomis,7
20179415,halloween,1978,Judith Myers,5
20179415,halloween,1978,Tommy Doyle,5
20179415,halloween,1978,Lindsey Wallace,2
20179415,halloween,1978,Paul,2
20179415,halloween,1978,Bob,2
342556,they live,1988,Frank Armitage,8
342556,they live,1988,Holly Thompson,4
454208,the butterfly effect,2004,Evan Treborn,9
454208,the butterfly effect,2004,Kayleigh,4
4560,braveheart,1995,William Wallace,30
4560,braveheart,1995,Longshanks,10
4560,braveheart,1995,Robert the Bruce,8
4560,braveheart,1995,Isabella,6
4560,braveheart,1995,Edward,3
4560,braveheart,1995,Murron MacClannough,2
4560,braveheart,1995,Mornay,2
4560,braveheart,1995,Scots,2
250699,excalibur,1981,Arthur,12
250699,excalibur,1981,Lancelot,2
50957,star wars episode ii: attack of the clones,2002,Jedi Knight Count Dooku,9
50957,star wars episode ii: attack of the clones,2002,Jango Fett,5
50957,star wars episode ii: attack of the clones,2002,Shmi,3
50957,star wars episode ii: attack of the clones,2002,Anakin Skywalker,2
50957,star wars episode ii: attack of the clones,2002,Darth Sidious,2
50957,star wars episode ii: attack of the clones,2002,Cliegg Lars,2
50957,star wars episode ii: attack of the clones,2002,Coruscant,2
50957,star wars episode ii: attack of the clones,2002,Boba,2
32411644,point blank,1967,Samuel Pierret,22
32411644,point blank,1967,Patrick Werner,14
32411644,point blank,1967,Hugo Sartet,4
32411644,point blank,1967,Marconi,4
32411644,point blank,1967,Catherine Fabre,3
32411644,point blank,1967,Moreau,3
32411644,point blank,1967,Officer Susini,2
68245,bonnie and clyde,1967,Bonnie Parker,9
68245,bonnie and clyde,1967,Texas Ranger Frank Hamer,4
68245,bonnie and clyde,1967,Clyde Barrow,2
68245,bonnie and clyde,1967,C.W. Moss,2
68245,bonnie and clyde,1967,Buck,2
6816597,la notte,1961,Giovanni,26
6816597,la notte,1961,Valentina Gherardini,4
6816597,la notte,1961,Roberto,4
123417,the matrix reloaded,2003,Neo,14
123417,the matrix reloaded,2003,Morpheus,7
123417,the matrix reloaded,2003,Keymaker,6
123417,the matrix reloaded,2003,Matrix,5
123417,the matrix reloaded,2003,Vigilant,4
123417,the matrix reloaded,2003,Bane,4
123417,the matrix reloaded,2003,Logos,3
123417,the matrix reloaded,2003,Smith,2
146236,close encounters of the third kind,1977,Roy Neary,9
146236,close encounters of the third kind,1977,Claude Lacombe,4
146236,close encounters of the third kind,1977,Barry Guiler,3
146236,close encounters of the third kind,1977,Jillian,3
146236,close encounters of the third kind,1977,David Laughlin,2
146236,close encounters of the third kind,1977,Ronnie,2
149433,rocky ii,1979,Mickey Goldmill,3
149433,rocky ii,1979,Rocky,2
2236472,transformers,2007,Sam Witwicky,16
2236472,transformers,2007,Mikaela Banes,7
2236472,transformers,2007,Bumblebee,5
2236472,transformers,2007,Megatron,5
2236472,transformers,2007,Archibald Witwicky,3
2236472,transformers,2007,Optimus Prime,3
2236472,transformers,2007,William Lennox,2
2236472,transformers,2007,Bonecrusher,2
2236472,transformers,2007,Scorponok,2
2236472,transformers,2007,Maggie,2
2236472,transformers,2007,Glenn,2
445066,robocop,1987,Dick Jones,7
445066,robocop,1987,Alex Murphy,6
445066,robocop,1987,Anne Lewis,5
445066,robocop,1987,Bob Morton,4
52549,star wars episode iv: a new hope,1977,Luke Skywalker,16
52549,star wars episode iv: a new hope,1977,a Jedi Knight,2
52549,star wars episode iv: a new hope,1977,Ben Kenobi,2
235331,red beard,1965,Noboru Yasumoto,11
235331,red beard,1965,Kyojō Niide,7
323715,troy,2004,Achilles,31
323715,troy,2004,Greeks,12
323715,troy,2004,Briseis,11
323715,troy,2004,Priam take,6
323715,troy,2004,Menelaus,6
323715,troy,2004,Trojan,6
323715,troy,2004,Agamemnon,4
323715,troy,2004,Odysseus,4
323715,troy,2004,Eudorus,3
5718787,the sons of katie elder,1965,Morgan Hastings,8
5718787,the sons of katie elder,1965,John,8
5718787,the sons of katie elder,1965,Bass Elder's,4
5718787,the sons of katie elder,1965,Katie Elder,3
5718787,the sons of katie elder,1965,Blackjack,3
5718787,the sons of katie elder,1965,Tom,3
5718787,the sons of katie elder,1965,Bud,3
5718787,the sons of katie elder,1965,Elders,2
5718787,the sons of katie elder,1965,Matt,2
81503,indiana jones and the temple of doom,1984,Willie Scott,7
81503,indiana jones and the temple of doom,1984,Maharajah,2
1252914,indiana jones and the kingdom of the crystal skull,2008,Henry Jones III,17
1252914,indiana jones and the kingdom of the crystal skull,2008,"Henry ""Mutt"" Williams",10
1252914,indiana jones and the kingdom of the crystal skull,2008,Harold Oxley,8
1252914,indiana jones and the kingdom of the crystal skull,2008,Marion Ravenwood,6
1252914,indiana jones and the kingdom of the crystal skull,2008,Irina Spalko,5
1252914,indiana jones and the kingdom of the crystal skull,2008,"George ""Mac""",4
1252914,indiana jones and the kingdom of the crystal skull,2008,Dovchenko,2
179351,one hundred and one dalmatians,1961,Songwriter Roger Radcliffe,8
179351,one hundred and one dalmatians,1961,Pongo,7
179351,one hundred and one dalmatians,1961,Perdita,5
179351,one hundred and one dalmatians,1961,Anita,5
179351,one hundred and one dalmatians,1961,Cruella De Vil,2
18057739,(500) days of summer,2009,Tom Hansen,24
18057739,(500) days of summer,2009,Summer Finn,8
304428,the birds,1963,Melanie Daniels,17
304428,the birds,1963,Mitch Brenner,11
304428,the birds,1963,Cathy,5
304428,the birds,1963,Annie Hayworth,3
304428,the birds,1963,Lydia,2
1059280,superman ii,1981,Lois Lane,10
1059280,superman ii,1981,Superman,9
1059280,superman ii,1981,Clark Kent,8
1059280,superman ii,1981,Lex Luthor,4
1059280,superman ii,1981,Zod,3
1059280,superman ii,1981,Niagara Falls,2
1059280,superman ii,1981,Jor-El,2
312757,tron,1982,Kevin Flynn,15
312757,tron,1982,Ed Dillinger,3
312757,tron,1982,Yori,3
312757,tron,1982,David Warner,2
312757,tron,1982,Alan Bradley,2
312757,tron,1982,Ram,2
11943293,taxi driver,1976,Mala,4
557036,la dolce vita,1960,Sylvia,12
557036,la dolce vita,1960,Marcello,11
557036,la dolce vita,1960,Emma,10
557036,la dolce vita,1960,Maddalena,6
557036,la dolce vita,1960,Paparazzo,3
557036,la dolce vita,1960,Steiner,3
557036,la dolce vita,1960,Robert,3
557036,la dolce vita,1960,Perez Prado's,2
557036,la dolce vita,1960,St Peter's,2
557036,la dolce vita,1960,Patricia,2
557036,la dolce vita,1960,Madonna,2
917363,love and death,1975,Boris Grushenko,4
73425,the deer hunter,1978,Nick,7
73425,the deer hunter,1978,Michael Cimino's,3
73425,the deer hunter,1978,Mike,3
27148466,superman,1978,Superman,2
511622,vacation,1983,Clark Griswold,11
511622,vacation,1983,Ellen,5
511622,vacation,1983,Griswolds,4
511622,vacation,1983,Roy Walley,3
511622,vacation,1983,Catherine,2
433285,bullitt,1968,Johnny Ross,23
433285,bullitt,1968,Frank Bullitt,21
433285,bullitt,1968,Walter Chalmers,4
433285,bullitt,1968,Cathy,4
433285,bullitt,1968,Dorothy Rennick,3
433285,bullitt,1968,Albert Rennick,3
433285,bullitt,1968,Detective Carl Stanton,2
433285,bullitt,1968,Pete Ross,2
4608223,west side story,1961,Tony Wycek,49
4608223,west side story,1961,Maria,42
4608223,west side story,1961,Anita,25
4608223,west side story,1961,Bernardo Nuñez,22
4608223,west side story,1961,Jets,18
4608223,west side story,1961,Doc,8
4608223,west side story,1961,Chino,7
4608223,west side story,1961,Baby John  ,2
29769807,joker,2012,Agastya,6
17917662,the notebook,2004,Allie Hamilton,30
17917662,the notebook,2004,Noah Calhoun,24
17917662,the notebook,2004,Duke,3
17917662,the notebook,2004,"Lon Hammond, Jr.",2
2046252,le samouraï,1967,Jef Costello,16
2046252,le samouraï,1967,Jane,5
2046252,le samouraï,1967,Valérie,4
2046252,le samouraï,1967,Rey,2
2465797,300,2006,Leonidas,18
2465797,300,2006,Xerxes,4
2465797,300,2006,Dilios,4
2465797,300,2006,Ephialtes,3
2465797,300,2006,Queen Gorgo,2
2465797,300,2006,Greeks,2
205013,ghostbusters,1984,Dana Barrett,5
205013,ghostbusters,1984,Louis Tully,3
205013,ghostbusters,1984,Gozer,2
20286230,house,1977,Sweet,3
20286230,house,1977,Mac,3
20286230,house,1977,Fantasy,2
20286230,house,1977,Melody,2
320401,barton fink,1991,Barton Fink,12
320401,barton fink,1991,"Bill"" Mayhew",5
320401,barton fink,1991,Coen,5
320401,barton fink,1991,Charlie Meadows,3
320401,barton fink,1991,Audrey Taylor,3
320401,barton fink,1991,John Goodman,2
320401,barton fink,1991,Ben Geisler,2
320401,barton fink,1991,Earle,2
17016725,gran torino,2008,Walt Kowalski,17
17016725,gran torino,2008,Thao Vang Lor,13
17016725,gran torino,2008,Gran Torino,2
17016725,gran torino,2008,Janovich,2
27383563,looper,2012,Joe Simmons,34
27383563,looper,2012,Sara,6
27383563,looper,2012,Seth,5
27383563,looper,2012,Abe,5
692661,carlito's way,1993,Carlito Brigante,32
692661,carlito's way,1993,Benny Blanco,9
692661,carlito's way,1993,Gail,6
692661,carlito's way,1993,"Anthony ""Tony T""",5
692661,carlito's way,1993,Guajiro,2
692661,carlito's way,1993,Frankie,2
692661,carlito's way,1993,Vinnie,2
73444,easy rider,1969,Billy,4
202652,romeo + juliet,1996,Juliet,22
202652,romeo + juliet,1996,Mercutio,7
202652,romeo + juliet,1996,Lawrence,6
202652,romeo + juliet,1996,Caroline Montague,5
202652,romeo + juliet,1996,Romeo,4
202652,romeo + juliet,1996,Fulgencio,3
202652,romeo + juliet,1996,Tybalt,3
202652,romeo + juliet,1996,Prince banishes,2
12555863,heat,1995,"Danny"" DeMarco",42
12555863,heat,1995,Nick Escalante,40
12555863,heat,1995,Holly,13
12555863,heat,1995,Osgood,4
12555863,heat,1995,Cyrus Kinnick,3
12555863,heat,1995,Baby,2
920296,somewhere in time,1980,Richard Collier,29
920296,somewhere in time,1980,William Fawcett Robinson,5
920296,somewhere in time,1980,Elise McKenna,5
920296,somewhere in time,1980,Gerard Finney,3
920296,somewhere in time,1980,Arthur Biehl,3
1949083,the cincinnati kid,1965,Lancey Howard,17
1949083,the cincinnati kid,1965,Shooter,17
1949083,the cincinnati kid,1965,William Jefferson Slade,4
1949083,the cincinnati kid,1965,Lady Fingers,4
23295795,the hangover: part ii,2011,Stu Price,11
23295795,the hangover: part ii,2011,Alan Garner,10
23295795,the hangover: part ii,2011,Teddy,8
23295795,the hangover: part ii,2011,Leslie Chow,7
23295795,the hangover: part ii,2011,Lauren,6
23295795,the hangover: part ii,2011,Phil Wenneck,5
23295795,the hangover: part ii,2011,Doug Billings,3
23295795,the hangover: part ii,2011,Kingsley,3
695023,meet the parents,2000,Greg meets Pam's,15
695023,meet the parents,2000,Jack,9
695023,meet the parents,2000,Jinx,3
309070,the dirty dozen,1967,John Reisman,11
309070,the dirty dozen,1967,Everett Dasher Breed,7
309070,the dirty dozen,1967,Victor Franko,7
309070,the dirty dozen,1967,Joseph Wladislaw,5
309070,the dirty dozen,1967,Sergeant Bowren,4
309070,the dirty dozen,1967,Robert Jefferson,2
309070,the dirty dozen,1967,Max Armbruster,2
309070,the dirty dozen,1967,Vernon Pinkley,2
309070,the dirty dozen,1967,A.J. Maggott,2
583012,rambo: first blood part ii,1985,John Rambo,12
583012,rambo: first blood part ii,1985,Podovsky,6
583012,rambo: first blood part ii,1985,Sergeant Yushin,3
583012,rambo: first blood part ii,1985,Sam Trautman,3
29942,the graduate,1967,Elaine confronts Benjamin,49
29942,the graduate,1967,Robinson,12
29942,the graduate,1967,Carl,5
2982688,x-men origins: wolverine,2009,Thomas Logan,20
2982688,x-men origins: wolverine,2009,Victor Creed,9
2982688,x-men origins: wolverine,2009,James  defends,6
2982688,x-men origins: wolverine,2009,Kayla Silverfox,5
2982688,x-men origins: wolverine,2009,John Wraith,3
2982688,x-men origins: wolverine,2009,William Stryker,2
2982688,x-men origins: wolverine,2009,Chris Bradley,2
346569,the discreet charm of the bourgeoisie,1972,Mme Sénéchal,2
346569,the discreet charm of the bourgeoisie,1972,Buñuel,2
633052,inglourious basterds,2009,Aldo Raine,8
633052,inglourious basterds,2009,Hans Landa,6
633052,inglourious basterds,2009,Bridget von Hammersmark,5
633052,inglourious basterds,2009,Adolf Hitler,4
633052,inglourious basterds,2009,Shosanna,4
633052,inglourious basterds,2009,Sergeant Wilhelm,3
633052,inglourious basterds,2009,Fredrick Zoller,3
633052,inglourious basterds,2009,Butz,3
633052,inglourious basterds,2009,Omar,3
633052,inglourious basterds,2009,von Hammersmark's,2
633052,inglourious basterds,2009,Perrier LaPadite,2
633052,inglourious basterds,2009,Joseph Goebbels,2
29075630,the dark knight rises,2012,Bane,14
29075630,the dark knight rises,2012,Bruce Wayne,11
29075630,the dark knight rises,2012,Gordon promotes Blake,8
29075630,the dark knight rises,2012,Gotham,7
29075630,the dark knight rises,2012,Batman,4
29075630,the dark knight rises,2012,Miranda Tate's,3
29075630,the dark knight rises,2012,al Ghul's,3
29075630,the dark knight rises,2012,Ra,3
29075630,the dark knight rises,2012,Wayne Enterprises,2
29075630,the dark knight rises,2012,John Daggett,2
29075630,the dark knight rises,2012,Selina Kyle,2
29075630,the dark knight rises,2012,Lucius Fox,2
1803595,the changeling,1980,Joseph Carmichael,6
1803595,the changeling,1980,John Russell,6
1854000,the bourne ultimatum,2007,Noah Vosen,15
1854000,the bourne ultimatum,2007,Simon Ross,7
1854000,the bourne ultimatum,2007,Neal Daniels,6
1854000,the bourne ultimatum,2007,Albert Hirsch,4
1854000,the bourne ultimatum,2007,Paz,4
1854000,the bourne ultimatum,2007,Jason Bourne,3
1854000,the bourne ultimatum,2007,Pamela Landy,2
1854000,the bourne ultimatum,2007,David Webb,2
369682,lost in translation,2003,Bob accepts,13
369682,lost in translation,2003,John,2
4276475,the dark knight,2008,Joker,19
4276475,the dark knight,2008,Jim Gordon,9
4276475,the dark knight,2008,Rachel to Bruce,7
4276475,the dark knight,2008,Harvey Dent,3
4276475,the dark knight,2008,Gambol,3
4276475,the dark knight,2008,Batman,3
4276475,the dark knight,2008,Alfred Pennyworth,2
4276475,the dark knight,2008,captures Lau,2
4276475,the dark knight,2008,Sal Maroni,2
4276475,the dark knight,2008,Gotham,2
277667,scary movie,2000,Bobby Prinze,13
277667,scary movie,2000,Ray - though,8
277667,scary movie,2000,Brenda Meeks,4
277667,scary movie,2000,Gail Hailstorm,3
277667,scary movie,2000,Cindy Campbell,2
277667,scary movie,2000,Greg Phillipe,2
277667,scary movie,2000,Doofy,2
932424,a christmas story,1983,"Ralph ""Ralphie",33
932424,a christmas story,1983,Scut Farkus,6
932424,a christmas story,1983,Schwartz,5
932424,a christmas story,1983,Parkers,4
932424,a christmas story,1983,Randy,4
932424,a christmas story,1983,Flick,4
932424,a christmas story,1983,Grover Dill,3
932424,a christmas story,1983,Miss Shields,2
932424,a christmas story,1983,Shepherd,2
51906,breakfast at tiffany's,1961,Paul Varjak,22
51906,breakfast at tiffany's,1961,Holly Golightly,13
51906,breakfast at tiffany's,1961,José da Silva Pereira,5
51906,breakfast at tiffany's,1961,Fred,5
51906,breakfast at tiffany's,1961,Rusty Trawler,3
51906,breakfast at tiffany's,1961,Doc,3
51906,breakfast at tiffany's,1961,Sally Tomato,2
442300,for a few dollars more,1965,Manco,14
442300,for a few dollars more,1965,Mortimer,12
442300,for a few dollars more,1965,Groggy,4
11014779,8 mile,2002,Jimmy Smith,25
11014779,8 mile,2002,Papa Doc,5
11014779,8 mile,2002,Alex,3
11014779,8 mile,2002,Wink,3
706878,the last boy scout,1991,Joe knocks Milo,34
706878,the last boy scout,1991,"James ""Jimmy"" Alexander Dix",17
706878,the last boy scout,1991,Cory,8
706878,the last boy scout,1991,Darian,5
706878,the last boy scout,1991,Calvin Baynard,4
706878,the last boy scout,1991,Mike Matthews,4
706878,the last boy scout,1991,"Sheldon ""Shelly"" Marcone",3
1689394,pirates of the caribbean: at world's end,2007,Jack Sparrow,26
1689394,pirates of the caribbean: at world's end,2007,Elizabeth,22
1689394,pirates of the caribbean: at world's end,2007,Davy Jones,17
1689394,pirates of the caribbean: at world's end,2007,Cutler Beckett,10
1689394,pirates of the caribbean: at world's end,2007,Barbossa,9
1689394,pirates of the caribbean: at world's end,2007,Sao Feng,8
1689394,pirates of the caribbean: at world's end,2007,Bootstrap Bill Turner,3
1689394,pirates of the caribbean: at world's end,2007,James Norrington,3
1689394,pirates of the caribbean: at world's end,2007,Will Turner,2
1689394,pirates of the caribbean: at world's end,2007,Tia Dalma,2
24653,princess mononoke,1997,Ashitaka,14
24653,princess mononoke,1997,Iron Town,4
24653,princess mononoke,1997,Jigo,4
24653,princess mononoke,1997,Lady Eboshi,3
1556135,torn curtain,1966,Michael Armstrong,12
1556135,torn curtain,1966,Sarah Sherman,6
1556135,torn curtain,1966,Gustav Lindt,2
31775043,prometheus,2012,Elizabeth Shaw,10
31775043,prometheus,2012,David,7
31775043,prometheus,2012,Charlie Holloway,4
31775043,prometheus,2012,Prometheus,4
31775043,prometheus,2012,Millburn,3
406339,the crow,1994,Eric awakens,37
406339,the crow,1994,Shelly Webster,18
406339,the crow,1994,heartsick Sarah,9
406339,the crow,1994,Myca,5
406339,the crow,1994,Darla,4
406339,the crow,1994,Tin-Tin,2
406339,the crow,1994,Grange,2
161912,true grit,1969,Mattie,20
161912,true grit,1969,La Boeuf,11
161912,true grit,1969,"Reuben ""Rooster"" J. Cogburn",5
161912,true grit,1969,Moon,5
161912,true grit,1969,J. Noble Daggett,2
161912,true grit,1969,Frank Ross,2
161912,true grit,1969,McAlester,2
161912,true grit,1969,Bibbs,2
161912,true grit,1969,Ned,2
20669,my neighbor totoro,1988,Mei,10
20669,my neighbor totoro,1988,Satsuki,8
293524,beetlejuice,1988,Deetzes,6
293524,beetlejuice,1988,Barbara,4
293524,beetlejuice,1988,Adam Maitland,3
293524,beetlejuice,1988,Otho,3
293524,beetlejuice,1988,Lydia,2
293524,beetlejuice,1988,Juno,2
394792,jackie brown,1997,Jackie Brown,15
394792,jackie brown,1997,Max Cherry,11
394792,jackie brown,1997,Louis shot Melanie,8
394792,jackie brown,1997,Beaumont Livingston,5
394792,jackie brown,1997,Mark Dargas,4
394792,jackie brown,1997,Ray Nicolette,2
158052,"aguirre, the wrath of god",1972,Don Lope de Aguirre,9
158052,"aguirre, the wrath of god",1972,Don Pedro de Ursúa,8
158052,"aguirre, the wrath of god",1972,Don Fernando de Guzman,4
158052,"aguirre, the wrath of god",1972,Gaspar de Carvajal,2
158052,"aguirre, the wrath of god",1972,Doña Inéz,2
22091537,speed,1994,Terry Martin,7
22091537,speed,1994,Engineer Frank Lawson,4
74830,jaws,1975,Martin Brody,6
74830,jaws,1975,Matt Hooper,6
74830,jaws,1975,Quint,3
74830,jaws,1975,Chrissie Watkins,2
74830,jaws,1975,Ben Gardner,2
1065214,amadeus,1984,Mozart,25
1065214,amadeus,1984,Antonio Salieri,5
1065214,amadeus,1984,Constanze,3
1065214,amadeus,1984,Leopold,2
1065214,amadeus,1984,Requiem,2
4607980,to kill a mockingbird,1962,Jem,10
4607980,to kill a mockingbird,1962,"Jean Louise ""Scout",8
4607980,to kill a mockingbird,1962,Tom Robinson,5
4607980,to kill a mockingbird,1962,"Arthur ""Boo"" Radley",2
4607980,to kill a mockingbird,1962,Mayella Ewell,2
4607980,to kill a mockingbird,1962,Bob Ewell,2
483274,point break,1991,Johnny Utah,27
483274,point break,1991,Angelo Pappas,6
483274,point break,1991,Roach,6
483274,point break,1991,Bodhi,4
483274,point break,1991,Tyler Endicott,3
483274,point break,1991,Nathaniel,3
483274,point break,1991,Rosie,3
963986,the bourne identity,2002,Marie Kreutz,9
963986,the bourne identity,2002,Alexander Conklin,4
963986,the bourne identity,2002,Michael Kane,4
963986,the bourne identity,2002,Jason Bourne,3
963986,the bourne identity,2002,Abbott,3
963986,the bourne identity,2002,Eamon,3
963986,the bourne identity,2002,Nykwana Wombosi,2
62440,the sting,1973,Henry Gondorff,13
62440,the sting,1973,Doyle Lonnegan,12
62440,the sting,1973,Luther Coleman's,4
62440,the sting,1973,Les Harmon,4
62440,the sting,1973,Kelly,4
62440,the sting,1973,Polk,4
62440,the sting,1973,"Lucky Dan""",3
62440,the sting,1973,Shaw,3
62440,the sting,1973,William Snyder,2
62440,the sting,1973,Loretta,2
1048695,dracula,1979,Lucy Seward,15
1048695,dracula,1979,Dracula,13
1048695,dracula,1979,Abraham Van Helsing,8
1048695,dracula,1979,Mina Van Helsing,7
1048695,dracula,1979,Jonathan Harker,6
129493,dead poets society,1989,John Keating,16
129493,dead poets society,1989,Neil Perry,12
129493,dead poets society,1989,Todd Anderson,10
129493,dead poets society,1989,Gale Nolan,5
129493,dead poets society,1989,Knox Overstreet,3
129493,dead poets society,1989,Charlie punches Cameron,2
129493,dead poets society,1989,Steven Meeks,2
129493,dead poets society,1989,Chris,2
152328,rocky iii,1982,"James ""Clubber"" Lang",11
152328,rocky iii,1982,Mickey,8
152328,rocky iii,1982,Rocky,4
44122,american beauty,1999,Angela tell Jane,5
44122,american beauty,1999,Ricky,4
44122,american beauty,1999,Lester Burnham,3
44122,american beauty,1999,marijuana smoker,2
44122,american beauty,1999,Carolyn,2
3213691,there will be blood,2007,H. W.  ,7
3213691,there will be blood,2007,William Bandy,5
3213691,there will be blood,2007,Henry,3
3213691,there will be blood,2007,Paul Sunday,2
166813,spartacus,1960,Marcus Licinius Crassus,15
166813,spartacus,1960,Varinia,5
277006,star trek: the motion picture,1979,James T. Kirk,4
352795,jaws 2,1978,Martin Brody,13
352795,jaws 2,1978,Mike,6
352795,jaws 2,1978,Tom Andrews,3
352795,jaws 2,1978,Ellen,3
352795,jaws 2,1978,Len Peterson,2
352795,jaws 2,1978,Vaughn,2
352795,jaws 2,1978,Jackie,2
352795,jaws 2,1978,Eddie,2
352795,jaws 2,1978,Tina,2
76630,the wild bunch,1969,Mapache,11
76630,the wild bunch,1969,Angel,11
76630,the wild bunch,1969,Deke Thornton,7
76630,the wild bunch,1969,Dutch Engstrom,5
76630,the wild bunch,1969,Agua Verde,2
217982,caddyshack,1980,Danny of Lacey,17
217982,caddyshack,1980,Lacey Underall,3
217982,caddyshack,1980,Carl Spackler,3
217982,caddyshack,1980,Bushwood,3
75222,spaceballs,1987,Lone Starr,12
75222,spaceballs,1987,Vespa,7
75222,spaceballs,1987,Spaceballs,3
75222,spaceballs,1987,Prince Valium,2
75222,spaceballs,1987,Dark Helmet,2
75222,spaceballs,1987,Dot Matrix,2
75222,spaceballs,1987,Schwartz,2
75222,spaceballs,1987,Sandurz,2
75222,spaceballs,1987,Yogurt,2
29781,the texas chain saw massacre,1974,Sally Hardesty,8
29781,the texas chain saw massacre,1974,Kirk,4
29781,the texas chain saw massacre,1974,Grandpa,2
29781,the texas chain saw massacre,1974,Jerry,2
29781,the texas chain saw massacre,1974,Pam,2
200694,clerks.,1994,Dante Hicks,27
200694,clerks.,1994,Caitlin Bree,7
200694,clerks.,1994,Randal Graves,6
200694,clerks.,1994,Veronica Loughran,5
200694,clerks.,1994,Jay,3
200694,clerks.,1994,Silent Bob,2
6254878,superbad,2007,Seth,20
6254878,superbad,2007,Evan,13
6254878,superbad,2007,Jules  during,7
6254878,superbad,2007,Slater,5
6254878,superbad,2007,Francis,3
448385,blowup,1966,David Bailey,2
448385,blowup,1966,Veruschka,2
1424739,pierrot le fou,1965,Marianne Renoir,8
460052,mystic river,2003,Dave Boyle,21
460052,mystic river,2003,Jimmy Markum,20
460052,mystic river,2003,Katie,15
460052,mystic river,2003,Brendan Harris,7
460052,mystic river,2003,John O'Shea,6
460052,mystic river,2003,Silent Ray,4
460052,mystic river,2003,Celeste Boyle,2
460052,mystic river,2003,Sean Devine,2
513149,cannibal holocaust,1980,Harold Monroe,11
513149,cannibal holocaust,1980,Ya̧nomamö,5
513149,cannibal holocaust,1980,Alan Yates,4
513149,cannibal holocaust,1980,Jack Anders,3
513149,cannibal holocaust,1980,Faye Daniels,2
513149,cannibal holocaust,1980,Mark Tomaso,2
142457,l.a. confidential,1997,Exley pursues,5
142457,l.a. confidential,1997,Lynn Bracken,2
277149,there's something about mary,1998,Mary Jensen,15
277149,there's something about mary,1998,Ted Stroehmann,8
277149,there's something about mary,1998,Tucker,5
277149,there's something about mary,1998,Brett Favre,4
277149,there's something about mary,1998,Magda,3
277149,there's something about mary,1998,Dom,3
541642,octopussy,1983,Kamal Khan,17
541642,octopussy,1983,Magda,3
541642,octopussy,1983,Fabergé,2
330874,l'avventura,1960,Anna  ,23
330874,l'avventura,1960,Claudia,5
330874,l'avventura,1960,Gloria Perkins,3
2885119,playtime,1967,M. Hulot,3
2885119,playtime,1967,Monsieur Hulot,2
2885119,playtime,1967,Barbara two,2
3837,blazing saddles,1974,Hedley Lamarr,8
3837,blazing saddles,1974,Jim,5
3837,blazing saddles,1974,Howard Johnson's,2
3837,blazing saddles,1974,Mongo,2
3837,blazing saddles,1974,Lyle,2
3837,blazing saddles,1974,Bart,2
676909,the terminal,2004,Viktor Navorski,25
676909,the terminal,2004,Frank Dixon,8
676909,the terminal,2004,Amelia Warren,3
676909,the terminal,2004,Benny Golson,3
676909,the terminal,2004,Rajan Gupta,3
676909,the terminal,2004,Enrique Cruz,2
676909,the terminal,2004,Krakozhia,2
27372372,limitless,2011,"Edward ""Eddie"" Morra",34
27372372,limitless,2011,Carl Van Loon,7
27372372,limitless,2011,Gennady,7
27372372,limitless,2011,Hank Atwood,6
27372372,limitless,2011,Melissa Gant,3
27372372,limitless,2011,Lindy,3
27372372,limitless,2011,Morris Brandt,2
451866,mission: impossible ii,2000,Ethan Hunt,18
451866,mission: impossible ii,2000,Sean Ambrose,16
451866,mission: impossible ii,2000,John C. McCloy,5
451866,mission: impossible ii,2000,Nyah,3
451866,mission: impossible ii,2000,Vladimir Nekhorvich,2
451866,mission: impossible ii,2000,Luther Stickell,2
451866,mission: impossible ii,2000,Billy Baird,2
451866,mission: impossible ii,2000,Biocyte,2
9019882,casino royale,2006,Clarence Leiter,2
9019882,casino royale,2006,Valerie Mathis,2
9019882,casino royale,2006,James Bond,2
22216,"o brother, where art thou?",2000,Everett McGill,20
22216,"o brother, where art thou?",2000,Pete Hogwallop,9
22216,"o brother, where art thou?",2000,Tommy Johnson,5
22216,"o brother, where art thou?",2000,George Nelson,3
22216,"o brother, where art thou?",2000,Cooley,3
22216,"o brother, where art thou?",2000,Wash Hogwallop,2
22216,"o brother, where art thou?",2000,Big Dan Teague,2
39311,jfk,1991,Jim Garrison,26
39311,jfk,1991,John Kennedy's,16
39311,jfk,1991,Clay Shaw,10
39311,jfk,1991,Lee Harvey Oswald,8
39311,jfk,1991,David Ferrie,5
39311,jfk,1991,Robert Kennedy,3
39311,jfk,1991,Liz,3
39311,jfk,1991,Willie O'Keefe,2
39311,jfk,1991,Fidel Castro,2
39311,jfk,1991,Dean Andrews,2
7024876,hello dolly!,1969,Horace Vandergelder,17
7024876,hello dolly!,1969,Barnaby Tucker,12
7024876,hello dolly!,1969,Cornelius Hackl,9
