Wikipedia ID,Movie Name,Year,Character Name,Count
21835208,zombieland,2009,Bill Murray's,3
1009041,fight club,1999,Tyler Durden,18
1009041,fight club,1999,Marla Singer,8
724258,mission: impossible,1996,Ethan Hunt,33
724258,mission: impossible,1996,Jim Phelps,12
724258,mission: impossible,1996,Max,8
724258,mission: impossible,1996,Claire,7
724258,mission: impossible,1996,Eugene Kittridge,6
724258,mission: impossible,1996,Job,4
724258,mission: impossible,1996,Alexander Golitsyn,3
724258,mission: impossible,1996,Luther Stickell,2
724258,mission: impossible,1996,"Luther, Krieger",2
724258,mission: impossible,1996,Sarah Davies,2
1844221,el topo,1970,Mara,2
182164,grave of the fireflies,1988,Setsuko,12
73441,e.t. the extra-terrestrial,1982,Elliott feigns,21
73441,e.t. the extra-terrestrial,1982,Michael,8
73441,e.t. the extra-terrestrial,1982,Gertie,3
73441,e.t. the extra-terrestrial,1982,Mary,2
5676692,iron man,2008,Stark Industries,26
5676692,iron man,2008,Yinsen,4
5676692,iron man,2008,James Rhodes,3
5676692,iron man,2008,Tony Stark,3
5676692,iron man,2008,Phil Coulson,2
5676692,iron man,2008,Iron Man,2
3917873,chitty chitty bang bang,1968,Chitty Chitty Bang Bang,4
3917873,chitty chitty bang bang,1968,Caractacus Potts,2
3917873,chitty chitty bang bang,1968,Grandpa Potts,2
3917873,chitty chitty bang bang,1968,Child Catcher,2
3917873,chitty chitty bang bang,1968,Jemima Potts,2
236691,cabaret,1972,Brian Roberts,18
236691,cabaret,1972,Sally Bowles,15
236691,cabaret,1972,Maximilian von Heune,8
236691,cabaret,1972,Fritz Wendel,2
75261,national lampoon's animal house,1978,Greg Marmalard,5
75261,national lampoon's animal house,1978,Kent Dorfman,4
75261,national lampoon's animal house,1978,"Donald ""Boon"" Schoenstein",2
75261,national lampoon's animal house,1978,Omega Theta Pi House's,2
75261,national lampoon's animal house,1978,"Eric ""Otter"" Stratton",2
75261,national lampoon's animal house,1978,Mandy Pepperidge,2
75261,national lampoon's animal house,1978,Flounder,2
75261,national lampoon's animal house,1978,Omegas,2
1891886,v for vendetta,2006,Evey Hammond,4
1891886,v for vendetta,2006,Valerie Page,4
1891886,v for vendetta,2006,Gordon Deitrich,3
1891886,v for vendetta,2006,Peter Creedy,3
1891886,v for vendetta,2006,Adam Sutler,3
3071743,star trek,2009,James Tiberius Kirk,17
3071743,star trek,2009,Narada,5
3071743,star trek,2009,USS Kelvin,4
3071743,star trek,2009,Christopher Pike,2
3071743,star trek,2009,Montgomery Scott,2
3071743,star trek,2009,Delta Vega,2
225615,terminator 3: rise of the machines,2003,John Connor,18
225615,terminator 3: rise of the machines,2003,Kate Brewster,12
225615,terminator 3: rise of the machines,2003,Robert Brewster,2
225615,terminator 3: rise of the machines,2003,Sarah Connor,2
605939,akira,1988,awaken Akira,9
605939,akira,1988,Saving Kei,9
605939,akira,1988,Takashi,4
605939,akira,1988,Onishi,3
605939,akira,1988,Kaori,3
605939,akira,1988,Tetsuo Shima,2
605939,akira,1988,Yamagata,2
605939,akira,1988,Kaneda,2
618929,ghostbusters ii,1989,Ray Stantz,9
618929,ghostbusters ii,1989,Vigo the Carpathian,7
618929,ghostbusters ii,1989,Peter Venkman,7
618929,ghostbusters ii,1989,Dana Barrett,7
618929,ghostbusters ii,1989,Oscar,7
618929,ghostbusters ii,1989,Egon Spengler,4
618929,ghostbusters ii,1989,Winston Zeddemore,3
618929,ghostbusters ii,1989,Janosz,3
618929,ghostbusters ii,1989,Louis and Janine,2
618929,ghostbusters ii,1989,Jack,2
4727,batman,1966,Robin,7
4727,batman,1966,Penguin,3
4727,batman,1966,Batman,3
4727,batman,1966,Bruce Wayne,2
4727,batman,1966,Duo,2
6446044,for your eyes only,1981,Aris Kristatos,5
6446044,for your eyes only,1981,Gonzales,5
6446044,for your eyes only,1981,Timothy Havelock,2
6446044,for your eyes only,1981,Eric Kriegler,2
6446044,for your eyes only,1981,Bibi Dahl,2
57820,donnie darko,2001,Donnie Darko,13
57820,donnie darko,2001,Frank,9
57820,donnie darko,2001,Roberta Sparrow,3
57820,donnie darko,2001,Kitty Farmer,3
57820,donnie darko,2001,Elizabeth,3
57820,donnie darko,2001,Thurman,3
57820,donnie darko,2001,Jim Cunningham,2
57820,donnie darko,2001,Rose,2
15053838,passengers,2008,Claire Summers,8
15053838,passengers,2008,Eric,4
1048388,hot shots!,1991,Buzz Harley,3
1048388,hot shots!,1991,"Pete ""Dead Meat"" Thompson",2
1048388,hot shots!,1991,Mailman,2
53964,star wars episode v: the empire strikes back,1980,Luke Skywalker,21
53964,star wars episode v: the empire strikes back,1980,Boba Fett,5
53964,star wars episode v: the empire strikes back,1980,Darth Vader's,4
53964,star wars episode v: the empire strikes back,1980,Jabba the Hutt,3
53964,star wars episode v: the empire strikes back,1980,Dagobah,2
53964,star wars episode v: the empire strikes back,1980,Bespin,2
301574,the little mermaid,1989,Ariel spends,27
301574,the little mermaid,1989,Prince Eric,17
301574,the little mermaid,1989,Jetsam,3
301574,the little mermaid,1989,King Triton,2
301574,the little mermaid,1989,"Flounder,",2
301574,the little mermaid,1989,Sebastian,2
213270,back to the future part ii,1989,Marty McFly,31
213270,back to the future part ii,1989,Doc,12
213270,back to the future part ii,1989,Jennifer Parker,9
213270,back to the future part ii,1989,Biff Tannen,4
213270,back to the future part ii,1989,Griff Tannen,3
213270,back to the future part ii,1989,George,2
133574,unforgiven,1992,William Munny,21
133574,unforgiven,1992,Bill Daggett,12
133574,unforgiven,1992,Ned Logan,7
133574,unforgiven,1992,Bob,3
133574,unforgiven,1992,Quick Mike,2
2491582,eyes without a face,1960,Christiane Génessier,13
2491582,eyes without a face,1960,Louise,7
2491582,eyes without a face,1960,Jacques Vernon,4
73875,the godfather part ii,1974,Michael Corleone,31
73875,the godfather part ii,1974,Hyman Roth,12
73875,the godfather part ii,1974,Don Tommasino,6
73875,the godfather part ii,1974,Fredo,6
73875,the godfather part ii,1974,Don Fanucci,5
73875,the godfather part ii,1974,Don Ciccio,3
73875,the godfather part ii,1974,Vito,3
73875,the godfather part ii,1974,Kay,3
73875,the godfather part ii,1974,Frank Pentangeli,2
73875,the godfather part ii,1974,Johnny Ola,2
73875,the godfather part ii,1974,Sonny,2
297111,reservoir dogs,1992,Mr Blonde,8
297111,reservoir dogs,1992,Mr White,8
297111,reservoir dogs,1992,Joe Cabot,7
297111,reservoir dogs,1992,Marvin Nash,6
297111,reservoir dogs,1992,Mr Pink,5
297111,reservoir dogs,1992,Eddie,5
297111,reservoir dogs,1992,Mr Orange,2
2422489,yellow submarine,1968,John extends,6
2422489,yellow submarine,1968,Beatles,6
2422489,yellow submarine,1968,Jeremy Hillary Boob,5
2422489,yellow submarine,1968,George,4
2422489,yellow submarine,1968,Fred,3
2422489,yellow submarine,1968,Paul,3
2422489,yellow submarine,1968,Meanie,2
2422489,yellow submarine,1968,Sgt,2
377287,the party,1968,Hrundi V. Bakshi,35
377287,the party,1968,Fred Clutterbuck,10
377287,the party,1968,Michèle Monet,10
377287,the party,1968,Levinson,3
294998,home alone 2: lost in new york,1992,Kevin,30
294998,home alone 2: lost in new york,1992,Duncan,6
294998,home alone 2: lost in new york,1992,Harry Lyme,4
294998,home alone 2: lost in new york,1992,Peter,4
294998,home alone 2: lost in new york,1992,Kate,4
294998,home alone 2: lost in new york,1992,Marv Merchants,3
294998,home alone 2: lost in new york,1992,Buzz,3
4954774,cleopatra,1963,Cleopatra,20
4954774,cleopatra,1963,Mark Antony,5
4954774,cleopatra,1963,Octavian,3
4954774,cleopatra,1963,Pompey,2
19479460,x-men,2000,Magneto,10
19479460,x-men,2000,Robert Kelly,6
19479460,x-men,2000,Rogue,5
19479460,x-men,2000,Jean Grey,3
19479460,x-men,2000,Charles Xavier,2
19479460,x-men,2000,Wolverine,2
19479460,x-men,2000,Marie,2
13901,heathers,1988,Veronica Sawyer,16
13901,heathers,1988,Heather Chandler's,9
13901,heathers,1988,Heather McNamara,5
13901,heathers,1988,Heather Duke,5
13901,heathers,1988,Kurt Kelly,4
13901,heathers,1988,Martha Dunnstock,2
3793631,children of men,2006,Theo Faron,15
3793631,children of men,2006,Kee,5
3793631,children of men,2006,Miriam,4
3793631,children of men,2006,Luke,4
3793631,children of men,2006,Bexhill,2
3793631,children of men,2006,Syd,2
26015247,witness,1985,Balagopalan,3
26015247,witness,1985,Jayakumar,3
26015247,witness,1985,Madhavan Thampi,2
33509716,21 jump street,2012,Morton Schmidt,26
33509716,21 jump street,2012,Greg Jenko,23
33509716,21 jump street,2012,Eric,19
33509716,21 jump street,2012,Walters,6
33509716,21 jump street,2012,Dickson,4
33509716,21 jump street,2012,Domingo,3
33509716,21 jump street,2012,Tom Hanson,2
33509716,21 jump street,2012,Molly,2
357473,die hard: with a vengeance,1995,John McClane,17
357473,die hard: with a vengeance,1995,Simon,17
357473,die hard: with a vengeance,1995,Holly,2
28269,saving private ryan,1998,John H. Miller,16
28269,saving private ryan,1998,James Frederick Ryan,11
28269,saving private ryan,1998,Charlie Company,3
28269,saving private ryan,1998,George Marshall,2
28269,saving private ryan,1998,Ramelle,2
28269,saving private ryan,1998,Upham,2
870946,the bourne supremacy,2004,Kirill,9
870946,the bourne supremacy,2004,Ward Abbott,8
870946,the bourne supremacy,2004,Jason Bourne,5
870946,the bourne supremacy,2004,Alexander Conklin,4
870946,the bourne supremacy,2004,Vladimir Neski,3
870946,the bourne supremacy,2004,Marie Kreutz,3
870946,the bourne supremacy,2004,Pamela Landy,3
870946,the bourne supremacy,2004,Yuri Gretkov,3
870946,the bourne supremacy,2004,Jarda,2
18996,mean streets,1973,Johnny Boy's,9
18996,mean streets,1973,Charlie,9
18996,mean streets,1973,Michael,4
18996,mean streets,1973,Teresa,2
32071439,wreck-it ralph,2012,Ralph,6
1345521,high plains drifter,1973,Stacey Bridges,3
1345521,high plains drifter,1973,Jim Duncan,3
1345521,high plains drifter,1973,Shaw,3
705984,magnum force,1973,Davis,7
705984,magnum force,1973,Harry,6
705984,magnum force,1973,Charlie McCoy,2
26999426,captain america: the first avenger,2011,Johann Schmidt,12
26999426,captain america: the first avenger,2011,Abraham Erskine,5
26999426,captain america: the first avenger,2011,Arnim Zola,3
26999426,captain america: the first avenger,2011,Chester Phillips,2
26999426,captain america: the first avenger,2011,Peggy Carter,2
26999426,captain america: the first avenger,2011,Howard Stark,2
3210534,saw,2004,David,11
667372,harry potter and the goblet of fire,2005,Harry Potter,29
667372,harry potter and the goblet of fire,2005,Cedric Diggory,10
667372,harry potter and the goblet of fire,2005,Albus Dumbledore,8
667372,harry potter and the goblet of fire,2005,Voldemort,6
667372,harry potter and the goblet of fire,2005,"Peter ""Wormtail"" Pettigrew and Barty Crouch Jr.",5
667372,harry potter and the goblet of fire,2005,Ron,5
667372,harry potter and the goblet of fire,2005,Frank Bryce,2
667372,harry potter and the goblet of fire,2005,Viktor Krum,2
99304,pearl harbor,2001,Danny Walker,22
99304,pearl harbor,2001,Rafe McCawley,16
99304,pearl harbor,2001,Evelyn Johnson,10
99304,pearl harbor,2001,{{USS},3
99304,pearl harbor,2001,Jimmy Doolittle,2
70091,spirited away,2001,Chihiro Ogino,9
70091,spirited away,2001,Haku,7
70091,spirited away,2001,Zeniba,4
70091,spirited away,2001,Kamaji,2
1488066,lolita,1962,Humbert Humbert,27
1488066,lolita,1962,Lolita,5
1488066,lolita,1962,Clare Quilty,4
1488066,lolita,1962,Zempf,2
103021,midnight express,1978,Billy Hayes,27
103021,midnight express,1978,Max,5
103021,midnight express,1978,Jimmy,3
103021,midnight express,1978,Erich,3
103021,midnight express,1978,Yesil,3
103021,midnight express,1978,Rifki,3
3217,army of darkness,1992,Ash Williams,7
3217,army of darkness,1992,Arthur,5
3217,army of darkness,1992,Sheila,4
4196905,the masque of the red death,1964,Gino,9
4196905,the masque of the red death,1964,Hop-Toad,4
4196905,the masque of the red death,1964,Prospero,3
4196905,the masque of the red death,1964,Juliana,2
168561,the color of money,1986,Vincent and Carmen,10
168561,the color of money,1986,Eddie Felson,7
168561,the color of money,1986,Janelle,2
407288,2 fast 2 furious,2003,Once O'Connor,8
407288,2 fast 2 furious,2003,Carter Verone,4
407288,2 fast 2 furious,2003,Roman Pearce,3
407288,2 fast 2 furious,2003,Brian O'Conner,2
407288,2 fast 2 furious,2003,Monica Fuentes,2
407288,2 fast 2 furious,2003,Bilkins,2
407288,2 fast 2 furious,2003,Jimmy,2
407288,2 fast 2 furious,2003,Suki,2
680398,beverly hills cop,1984,Bogomil assigns Rosewood,20
680398,beverly hills cop,1984,Jenny Summers,10
680398,beverly hills cop,1984,Douglas Todd,2
76331,scarface,1983,Tony pursues Lovo,22
76331,scarface,1983,Guino Rinaldo,4
76331,scarface,1983,O'Hara,3
76331,scarface,1983,Tony Camonte,2
1329111,bananas,1971,Nancy,3
25080984,the king's speech,2010,Logue,15
25080984,the king's speech,2010,Prince Albert,12
25080984,the king's speech,2010,George VI,3
25080984,the king's speech,2010,Mrs Simpson,2
25080984,the king's speech,2010,Edward,2
1336308,sin city,2005,Yellow Bastard,2
5078515,you only live twice,1967,Ernst Stavro Blofeld,8
5078515,you only live twice,1967,Tiger Tanaka,7
5078515,you only live twice,1967,Aki,6
5078515,you only live twice,1967,Osato,5
5078515,you only live twice,1967,Helga Brandt's,2
5078515,you only live twice,1967,MI6,2
171623,training day,2001,Jake Hoyt,12
171623,training day,2001,Smiley,8
171623,training day,2001,Roger,3
171623,training day,2001,marijuana,2
171623,training day,2001,Alonzo,2
336808,ace ventura: pet detective,1994,Dan Marino,5
336808,ace ventura: pet detective,1994,Ray Finkle,4
336808,ace ventura: pet detective,1994,Melissa Robinson,3
336808,ace ventura: pet detective,1994,Lois Einhorn,3
336808,ace ventura: pet detective,1994,Ace Ventura,3
1748912,the killers,1964,Johnny North,31
1748912,the killers,1964,Sheila Farr,23
1748912,the killers,1964,Charlie,15
1748912,the killers,1964,Jack Browning,13
1748912,the killers,1964,Lee,11
1748912,the killers,1964,Earl Sylvester,3
3727473,man on fire,1987,"Samantha ""Sam"" Balletto",4
3727473,man on fire,1987,John Creasy,3
3727473,man on fire,1987,Eleanor Ringel,2
242539,an officer and a gentleman,1982,"Zachary ""Zack""",28
242539,an officer and a gentleman,1982,Foley,14
242539,an officer and a gentleman,1982,Sid Worley,10
242539,an officer and a gentleman,1982,Paula Pokrifki,6
242539,an officer and a gentleman,1982,Mayo,2
157172,time bandits,1981,Kevin,23
157172,time bandits,1981,Evil,6
157172,time bandits,1981,Randall,2
1047834,fist of fury,1972,Afterwards Chen,27
1047834,fist of fury,1972,Hiroshi Suzuki,6
1047834,fist of fury,1972,Chen Zhen,5
1047834,fist of fury,1972,Huo Yuanjia's,4
30000,taxi driver,1976,Travis Bickle,16
30000,taxi driver,1976,Iris,6
30000,taxi driver,1976,Charles Palantine,2
30000,taxi driver,1976,Wizard,2
30000,taxi driver,1976,Betsy,2
30000,taxi driver,1976,Tom,2
11383001,ex machina,2007,Briareos,13
11383001,ex machina,2007,Elizabeth Xander,3
11383001,ex machina,2007,Richard Kestner,3
11383001,ex machina,2007,Deunan Knute,3
11383001,ex machina,2007,Poseidon,2
11383001,ex machina,2007,Halcon,2
370064,love actually,2003,Harry,9
370064,love actually,2003,Sam,8
370064,love actually,2003,Writer Jamie  first,7
370064,love actually,2003,David,7
370064,love actually,2003,Peter,7
370064,love actually,2003,Juliet,6
370064,love actually,2003,Joanna,6
370064,love actually,2003,Karen,6
370064,love actually,2003,Mark,5
370064,love actually,2003,Joe,5
370064,love actually,2003,Billy Mack,4
370064,love actually,2003,Elton John,4
370064,love actually,2003,Natalie  ,4
370064,love actually,2003,Tony,4
370064,love actually,2003,Michael Fitzgerald,3
370064,love actually,2003,Colin meets Stacey,3
370064,love actually,2003,Carol-Anne,3
370064,love actually,2003,Daniel,3
370064,love actually,2003,Mia  ,3
370064,love actually,2003,Sarah,3
370064,love actually,2003,Judy,3
370064,love actually,2003,Harriet,2
370064,love actually,2003,Karl,2
6446061,live and let die,1973,Inside Solitaire's,6
6446061,live and let die,1973,Big,4
6446061,live and let die,1973,Tee Hee Johnson,2
6446061,live and let die,1973,Felix Leiter,2
6446061,live and let die,1973,Rosie Carver,2
6446061,live and let die,1973,James Bond,2
6446061,live and let die,1973,Samedi,2
1519783,fantastic four,2005,Ben Grimm,22
1519783,fantastic four,2005,Victor von Doom,13
1519783,fantastic four,2005,Reed Richards,11
1519783,fantastic four,2005,Susan Storm,9
1519783,fantastic four,2005,Johnny Storm,6
481605,batman begins,2005,Bruce confronts Falcone,13
481605,batman begins,2005,Rachel Dawes,10
481605,batman begins,2005,Gotham,7
481605,batman begins,2005,Jonathan Crane,5
481605,batman begins,2005,Wayne Enterprises,3
481605,batman begins,2005,Bruce and Batman,3
481605,batman begins,2005,James Gordon,3
481605,batman begins,2005,Alfred Pennyworth,2
481605,batman begins,2005,William Earle,2
481605,batman begins,2005,Ducard,2
1125221,national lampoon's christmas vacation,1989,Clark Wilhelm,17
1125221,national lampoon's christmas vacation,1989,Frank Shirley,9
1125221,national lampoon's christmas vacation,1989,Eddie,6
1125221,national lampoon's christmas vacation,1989,Nora Griswold,3
1125221,national lampoon's christmas vacation,1989,Uncle Lewis's,2
1125221,national lampoon's christmas vacation,1989,Griswolds,2
1125221,national lampoon's christmas vacation,1989,Ruby Sue,2
1125221,national lampoon's christmas vacation,1989,Ellen,2
473273,jurassic park iii,2001,Billy Brennan,6
473273,jurassic park iii,2001,Eric Kirby,5
473273,jurassic park iii,2001,Cooper,4
473273,jurassic park iii,2001,Ben Hildebrand,3
473273,jurassic park iii,2001,Ellie Sattler,3
473273,jurassic park iii,2001,Alan Grant,3
