Year,Name,Sex,Count
1960,BIRGITTE,F,24
1960,BIRTE,F,10
1960,BIRTHE,F,13
1960,BJARNE,M,66
1960,BJARTE,M,31
1960,BJORN,M,952
1960,BJORNAR,M,64
1960,BO,M,12
1960,BODIL,F,129
1960,BOGDAN,M,4
1960,BOGUSLAW,M,8
1960,BORGE,M,34
1960,BORGHILD,F,14
1960,BORGNY,F,6
1960,BORRE,M,34
1960,BOZENA,F,7
1960,BREDE,M,10
1960,BRIAN,M,4
1960,BRIT,F,131
1960,BRITA,F,36
1960,BRITH,F,10
1960,BRITT,F,230
1960,BROR,M,6
1960,BRYNHILD,F,14
1960,BRYNJAR,M,13
1960,BRYNJULF,M,8
1960,BUSHRA,F,5
1960,CAMILLA,F,5
1960,CARINA,F,9
1960,CARL,M,55
1960,CARLOS,M,14
1960,CARMEN,F,4
1960,CARSTEN,M,15
1960,CATHARINA,F,4
1960,CATHERINE,F,4
1960,CATHRINE,F,14
1960,CATO,M,42
1960,CECILIA,F,8
1960,CECILIE,F,18
1960,CHARLES,M,6
1960,CHARLOTTE,F,6
1960,CHRISTIAN,M,41
1960,CHRISTIANE,F,5
1960,CHRISTIN,F,14
1960,CHRISTINA,F,8
1960,CHRISTINE,F,18
1960,CHRISTOPHER,M,13
1960,CLAUDIA,F,4
1960,CLAUS,M,18
1960,CONNIE,F,13
1960,CORNELIA,F,6
1960,CRISTINA,F,4
1960,DAG,M,316
1960,DAGFINN,M,57
1960,DAGMAR,F,8
1960,DAGNY,F,18
1960,DAGRUN,F,8
1960,DAN,M,31
1960,DANIEL,M,12
1960,DANUTA,F,11
1960,DARIUSZ,M,13
1960,DAVID,M,38
1960,DEBORAH,F,6
1960,DENNIS,M,8
1960,DIANA,F,9
1960,DIDRIK,M,5
1960,DINA,F,5
1960,DORIS,F,12
1960,DOROTA,F,8
1960,DORTHE,F,6
1960,DRAGAN,M,4
1960,EDDIE,M,9
1960,EDEL,F,34
1960,EDGAR,M,19
1960,EDIT,F,5
1960,EDITH,F,21
1960,EDLE,F,4
1960,EDMUND,M,8
1960,EDVARD,M,9
1960,EDVIN,M,20
1960,EDWARD,M,17
1960,EGIL,M,167
1960,EILEEN,F,6
1960,EILERT,M,9
1960,EILIF,M,5
1960,EINAR,M,200
1960,EIRIK,M,50
1960,EIRIN,F,17
1960,EIVIND,M,93
1960,ELDAR,M,19
1960,ELDRID,F,6
1960,ELENA,F,26
1960,ELFRID,F,10
1960,ELI,F,205
1960,ELIN,F,330
1960,ELINOR,F,4
1960,ELISABET,F,17
1960,ELISABETH,F,286
1960,ELISE,F,15
1960,ELIZABETH,F,20
1960,ELLA,F,14
1960,ELLEN,F,302
1960,ELLING,M,9
1960,ELLINOR,F,32
1960,ELNA,F,7
1960,ELSA,F,13
1960,ELSE,F,146
1960,ELSIE,F,5
1960,ELZBIETA,F,16
1960,EMIL,M,11
1960,EMINE,F,5
1960,ENDRE,M,22
1960,ERIC,M,10
1960,ERIK,M,309
1960,ERLAND,M,17
1960,ERLEND,M,9
1960,ERLING,M,115
1960,ERNA,F,31
1960,ERNST,M,35
1960,ESBEN,M,7
1960,ESPEN,M,105
1960,ESTER,F,15
1960,ESTHER,F,9
1960,EVA,F,415
1960,EVALD,M,7
1960,EVELYN,F,19
1960,EVEN,M,36
1960,EVY,F,76
1960,EWA,F,13
1960,EYVIND,M,6
1960,FADUMO,F,8
1960,FARHAD,M,5
1960,FATEMEH,F,5
1960,FATIMA,F,8
1960,FATMA,F,7
1960,FERNANDO,M,5
1960,FINN,M,136
1960,FLEMMING,M,5
1960,FRANCIS,M,5
1960,FRANCISCO,M,5
1960,FRANK,M,282
1960,FRED,M,39
1960,FREDDY,M,29
1960,FREDRIK,M,20
1960,FRITZ,M,12
1960,FRODE,M,266
1960,GABRIEL,M,5
1960,GABRIELA,F,4
1960,GALINA,F,7
1960,GARD,M,11
1960,GAUTE,M,13
1960,GEIR,M,885
1960,GEORG,M,22
1960,GEORGE,M,7
1960,GEORGIOS,M,5
1960,GERD,F,191
1960,GERHARD,M,8
1960,GINA,F,24
1960,GISLE,M,28
1960,GITTE,F,9
1960,GJERMUND,M,14
1960,GJERT,M,7
1960,GJERTRUD,F,14
1960,GLENN,M,32
1960,GORAN,M,9
1960,GORM,M,4
1960,GRACE,F,7
1960,GRAZYNA,F,11
1960,GRETA,F,35
1960,GRETE,F,252
1960,GRETHA,F,17
1960,GRETHE,F,250
1960,GRO,F,274
1960,GRY,F,97
1960,GRZEGORZ,M,12
1960,GUDBRAND,M,6
1960,GUDMUND,M,15
1960,GUDNY,F,5
1960,GUDRUN,F,31
1960,GUN,F,11
1960,GUNHILD,F,52
1960,GUNN,F,338
1960,GUNNAR,M,246
1960,GUNNHILD,F,11
1960,GUNNVOR,F,6
1960,GUNVOR,F,41
1960,GURI,F,61
1960,GURO,F,18
1960,GUSTAV,M,8
1960,GUTTORM,M,16
1960,HAAKON,M,13
1960,HAAVARD,M,5
1960,HAKON,M,101
1960,HALDIS,F,21
1960,HALDOR,M,6
1960,HALIMA,F,6
1960,HALLDIS,F,5
1960,HALLGEIR,M,51
1960,HALLSTEIN,M,6
1960,HALLVARD,M,12
1960,HALVARD,M,27
1960,HALVOR,M,45
1960,HAMID,M,15
1960,HANNA,F,13
1960,HANNE,F,250
1960,HANS,M,383
1960,HANS-PETTER,M,4
1960,HARALD,M,275
1960,HARRIET,F,9
1960,HARRY,M,33
1960,HASAN,M,6
1960,HASSAN,M,16
1960,HATICE,F,5
1960,HAVARD,M,58
1960,HEDVIG,F,4
1960,HEGE,F,169
1960,HEIDI,F,406
1960,HEINE,M,7
1960,HELEN,F,44
1960,HELENA,F,13
1960,HELENE,F,51
1960,HELGA,F,41
1960,HELGE,M,295
1960,HELLE,F,42
1960,HELMER,M,6
1960,HENNIE,F,4
1960,HENNING,M,75
1960,HENNY,F,19
1960,HENRIETTE,F,6
1960,HENRIK,M,55
1960,HENRY,M,18
1960,HENRYK,M,15
1960,HERDIS,F,13
1960,HERMAN,M,10
1960,HERMANN,M,8
1960,HILD,F,9
1960,HILDA,F,6
1960,HILDE,F,520
1960,HILDEGUNN,F,55
1960,HILDUR,F,13
1960,HILMAR,M,8
1960,HJALMAR,M,5
1960,HOGNE,M,8
1960,HOLGER,M,7
1960,HONG,F,5
1960,HUGO,M,36
1960,HUSSEIN,M,10
1960,IAN,M,9
1960,IBRAHIM,M,7
1960,IDA,F,29
1960,IDAR,M,27
1960,IDUN,F,7
1960,IGOR,M,4
1960,INA,F,13
1960,INGA,F,21
1960,INGAR,M,38
1960,INGE,M,115
1960,INGEBORG,F,60
1960,INGELIN,F,6
1960,INGER,F,620
1960,INGER-JOHANNE,F,8
1960,INGER-LISE,F,29
1960,INGER-MARIE,F,5
1960,INGFRID,F,9
1960,INGHILD,F,4
1960,INGJERD,F,20
1960,INGMAR,M,12
1960,INGOLF,M,9
1960,INGRID,F,229
1960,INGUN,F,19
1960,INGUNN,F,132
1960,INGVALD,M,8
1960,INGVAR,M,22
1960,INGVE,M,5
1960,INGVILD,F,36
1960,INGVILL,F,11
1960,IREN,F,42
1960,IRENA,F,6
1960,IRENE,F,180
1960,IRINA,F,23
1960,IRIS,F,14
1960,IRMELIN,F,4
1960,ISABEL,F,4
1960,ISABELLA,F,4
1960,ISAK,M,4
1960,ISMAIL,M,10
1960,IVAN,M,15
1960,IVAR,M,154
1960,IVER,M,8
1960,IWONA,F,5
1960,JACEK,M,9
1960,JACK,M,26
1960,JACQUELINE,F,4
1960,JAKOB,M,16
1960,JAMAL,M,10
1960,JAMES,M,6
1960,JAN,M,1337
1960,JAN-ERIK,M,17
1960,JANE,F,100
1960,JANET,F,11
1960,JANICKE,F,11
1960,JANN,M,6
1960,JANNE,F,160
1960,JANNICKE,F,6
1960,JANNIKE,F,5
1960,JANUSZ,M,26
1960,JARL,M,41
1960,JARLE,M,159
1960,JAROSLAW,M,9
1960,JEAN,M,5
1960,JEANETTE,F,8
1960,JELENA,F,11
1960,JENNY,F,22
1960,JENS,M,102
1960,JERZY,M,28
1960,JETTE,F,4
1960,JILL,F,8
1960,JIM,M,23
1960,JIMMY,M,7
1960,JO,M,24
1960,JOANNA,F,5
1960,JOAR,M,25
1960,JOFRID,F,13
1960,JOHAN,M,87
1960,JOHANN,M,4
1960,JOHANNA,F,10
1960,JOHANNE,F,12
1960,JOHANNES,M,46
1960,JOHN,M,380
1960,JOHNNY,M,153
1960,JOLANTA,F,14
1960,JOMAR,M,11
1960,JON,M,297
1960,JONAS,M,8
1960,JONATHAN,M,4
1960,JONE,M,7
1960,JONNY,M,77
1960,JORAN,M,12
1960,JORG,M,6
1960,JORGE,M,7
1960,JORGEN,M,45
1960,JORID,F,21
1960,JORN,M,181
1960,JORUN,F,64
1960,JORUND,M,6
1960,JORUNN,F,258
1960,JOSE,M,20
1960,JOSEPH,M,8
1960,JOSEPHINE,F,7
1960,JOSTEIN,M,110
1960,JOZEF,M,16
1960,JUDIT,F,4
1960,JUDITH,F,25
1960,JULIA,F,7
1960,JULIE,F,7
1960,JUNE,F,24
1960,KAARE,M,6
1960,KAI,M,125
1960,KAJ,M,9
1960,KAJA,F,7
1960,KARE,M,147
1960,KAREN,F,70
1960,KARI,F,602
1960,KARI-ANNE,F,5
1960,KARIN,F,240
1960,KARINA,F,9
1960,KARL,M,118
1960,KAROLINE,F,5
1960,KARSTEIN,M,13
1960,KARSTEN,M,21
1960,KATE,F,40
1960,KATHE,F,10
1960,KATHRINE,F,4
1960,KATRINE,F,9
1960,KAY,M,15
1960,KAZIMIERZ,M,16
1960,KEN,M,12
1960,KENNETH,M,57
1960,KENT,M,16
1960,KERSTIN,F,19
1960,KESTUTIS,M,5
1960,KETIL,M,86
1960,KEVIN,M,5
1960,KHALED,M,5
1960,KHALID,M,8
1960,KIM,F,15
1960,KIM,M,23
1960,KIRSTEN,F,134
1960,KIRSTI,F,102
1960,KITTY,F,7
1960,KJARTAN,M,17
1960,KJELL,M,642
1960,KJELLAUG,F,21
1960,KJELLFRID,F,6
1960,KJERSTI,F,154
1960,KJERSTIN,F,13
1960,KJETIL,M,157
1960,KLARA,F,9
1960,KLAUS,M,18
1960,KNUT,M,604
1960,KOLBJORN,M,12
1960,KONRAD,M,5
1960,KRISTEN,M,13
1960,KRISTI,F,7
1960,KRISTIAN,M,65
1960,KRISTIN,F,330
1960,KRISTINA,F,4
1960,KRISTINE,F,23
1960,KRISTOFFER,M,8
1960,KRYSTYNA,F,12
1960,KRZYSZTOF,M,31
1960,KURT,M,153
1960,KYRRE,M,7
1960,LAILA,F,181
1960,LARS,M,500
1960,LASSE,M,49
1960,LEIF,M,270
1960,LEIKNY,F,4
1960,LEILA,F,4
1960,LEIV,M,21
1960,LENA,F,45
1960,LENE,F,46
1960,LENNART,M,8
1960,LEO,M,10
1960,LEON,M,10
1960,LESZEK,M,17
1960,LIDIA,F,6
1960,LILL,F,66
1960,LILLIAN,F,135
1960,LILLY,F,13
1960,LINA,F,4
1960,LINDA,F,204
1960,LINDIS,F,6
1960,LINE,F,28
1960,LISA,F,9
1960,LISBET,F,21
1960,LISBETH,F,181
1960,LISE,F,169
1960,LISS,F,25
1960,LIV,F,472
1960,LIVE,F,5
1960,LIZ,F,8
1960,LONE,F,7
1960,LORENTZ,M,5
1960,LUCIA,F,4
1960,LUDVIG,M,5
1960,LUIS,M,10
1960,MADS,M,10
1960,MAGDALENA,F,6
1960,MAGNAR,M,60
1960,MAGNE,M,167
1960,MAGNHILD,F,19
1960,MAGNI,F,12
1960,MAGNUS,M,29
1960,MAGNY,F,10
1960,MAHAMED,M,8
1960,MAI,F,34
1960,MAI-BRITT,F,12
1960,MAJ,F,9
1960,MAJA,F,5
1960,MALGORZATA,F,13
1960,MALVIN,M,10
1960,MANUEL,M,5
1960,MAREK,M,43
1960,MAREN,F,8
1960,MARGARET,F,25
1960,MARGARETH,F,20
1960,MARGIT,F,25
1960,MARGOT,F,9
1960,MARGRETE,F,13
1960,MARGRETHE,F,29
1960,MARGUN,F,11
1960,MARGUNN,F,28
1960,MARI,F,70
1960,MARI-ANN,F,18
1960,MARIA,F,103
1960,MARIAM,F,4
1960,MARIAN,F,18
1960,MARIAN,M,15
1960,MARIANN,F,67
1960,MARIANNE,F,400
1960,MARIE,F,60
1960,MARINA,F,37
1960,MARION,F,33
1960,MARIT,F,612
1960,MARITA,F,22
1960,MARIUS,M,12
1960,MARIUSZ,M,8
1960,MARK,M,13
1960,MARKUS,M,5
1960,MARTA,F,21
1960,MARTE,F,9
1960,MARTHA,F,19
1960,MARTHE,F,12
1960,MARTIN,M,61
1960,MARTINA,F,5
1960,MARVIN,M,4
1960,MARY,F,45
1960,MARY-ANN,F,8
1960,MARYAM,F,5
1960,MATHIAS,M,7
1960,MATS,M,14
1960,MAUD,F,5
1960,MAY,F,291
1960,MAY-BRITT,F,52
1960,MAY-LISS,F,8
1960,MEHMET,M,11
1960,MERETE,F,103
1960,MERETHE,F,28
1960,METTE,F,279
1960,MIA,F,7
1960,MICHAEL,M,37
1960,MICHAL,M,6
1960,MIGUEL,M,4
1960,MIKAEL,M,4
1960,MIKAL,M,4
1960,MIKKEL,M,6
1960,MILDRID,F,13
1960,MINH,M,10
1960,MIRIAM,F,9
1960,MIRJAM,F,10
1960,MIROSLAW,M,23
1960,MOHAMED,M,46
1960,MOHAMMAD,M,66
1960,MOHAMMED,M,28
1960,MONA,F,366
1960,MONICA,F,63
1960,MONIKA,F,31
1960,MORTEN,M,558
1960,MUSTAFA,M,8
1960,NADA,F,6
1960,NANCY,F,20
1960,NARVE,M,4
1960,NATALIA,F,17
1960,NELLY,F,7
1960,NICOLAI,M,4
1960,NIELS,M,16
1960,NIKOLAY,M,4
1960,NILS,M,257
1960,NINA,F,483
1960,NJAL,M,13
1960,NORA,F,28
1960,NORMA,F,5
1960,NORUNN,F,17
1960,NORVALD,M,8
1960,ODD,M,465
1960,ODDBJORN,M,53
1960,ODDGEIR,M,20
1960,ODDLAUG,F,7
1960,ODDLEIF,M,6
1960,ODDMUND,M,20
1960,ODDNY,F,33
1960,ODDRUN,F,29
1960,ODDVAR,M,78
1960,ODDVEIG,F,26
1960,ODDVIN,M,13
1960,OISTEIN,M,19
1960,OIVIND,M,81
1960,OLA,M,124
1960,OLAF,M,40
1960,OLAUG,F,49
1960,OLAV,M,224
1960,OLE,M,559
1960,OLE-PETTER,M,6
1960,OLGA,F,34
1960,OMAR,M,12
1960,ORJAN,M,15
1960,ORNULF,M,10
1960,OSCAR,M,6
1960,OSKAR,M,8
1960,OSMAN,M,7
1960,OSVALD,M,6
1960,OTTAR,M,26
1960,OTTO,M,42
1960,OVE,M,202
1960,OYSTEIN,M,180
1960,OYVIND,M,228
1960,PAAL,M,17
1960,PAL,M,204
1960,PATRICIA,F,7
1960,PAUL,M,75
1960,PAULA,F,12
1960,PAULINE,F,4
1960,PEDER,M,33
1960,PEGGY,F,13
1960,PER,M,935
1960,PER-ARNE,M,7
1960,PER-ERIK,M,5
1960,PETER,M,68
1960,PETRA,F,9
1960,PETTER,M,135
1960,PHILIP,M,8
1960,PHUONG,F,4
1960,PIA,F,20
1960,PIOTR,M,20
1960,PREBEN,M,5
1960,RAGNA,F,16
1960,RAGNAR,M,62
1960,RAGNE,F,4
1960,RAGNHILD,F,169
1960,RAGNI,F,4
1960,RAGNVALD,M,8
1960,RAINER,M,9
1960,RANDI,F,353
1960,RANNVEIG,F,10
1960,RANVEIG,F,23
1960,RASMUS,M,7
1960,RAYMOND,M,29
1960,REGINA,F,9
1960,REIDAR,M,118
1960,REIDUN,F,165
1960,REIDUNN,F,10
1960,REMI,M,5
1960,RENATE,F,7
1960,RENE,M,4
1960,RENEE,F,4
1960,REZA,M,6
1960,RICHARD,M,28
1960,RIGMOR,F,68
1960,RIKKE,F,10
1960,RINO,M,5
1960,RITA,F,196
1960,ROALD,M,90
1960,ROAR,M,222
1960,ROBERT,M,91
1960,ROBIN,M,10
1960,ROGER,M,237
1960,ROLAND,M,5
1960,ROLF,M,298
1960,ROLV,M,4
1960,ROMAN,M,12
1960,RONALD,M,26
1960,RONNY,M,51
1960,ROSA,F,5
1960,ROSE,F,6
1960,ROY,M,229
1960,RUDI,M,4
1960,RUNA,F,22
1960,RUNAR,M,97
1960,RUNE,M,579
1960,RUT,F,4
1960,RUTH,F,96
1960,RYSZARD,M,14
1960,SABINE,F,5
1960,SAHRA,F,4
1960,SAID,M,14
1960,SAM,M,4
1960,SAMIR,M,4
1960,SAMUEL,M,5
1960,SANDRA,F,9
1960,SARA,F,8
1960,SARAH,F,4
1960,SIDSEL,F,53
1960,SIGBJORN,M,38
1960,SIGFRID,F,5
1960,SIGMUND,M,52
1960,SIGNE,F,72
1960,SIGNY,F,12
1960,SIGRID,F,44
1960,SIGRUN,F,46
1960,SIGRUNN,F,10
1960,SIGURD,M,60
1960,SIGVE,M,19
1960,SILVIA,F,5
1960,SIMEN,M,8
1960,SIMON,M,9
1960,SINDRE,M,13
1960,SIREN,F,9
1960,SIRI,F,136
1960,SISSEL,F,386
1960,SIV,F,155
1960,SIVERT,M,7
1960,SIW,F,40
1960,SJUR,M,25
1960,SKJALG,M,5
1960,SLAWOMIR,M,10
1960,SNEFRID,F,10
1960,SNORRE,M,16
1960,SOFIE,F,6
1960,SOLFRID,F,78
1960,SOLGUNN,F,12
1960,SOLVEIG,F,180
1960,SOLVOR,F,4
1960,SONJA,F,64
1960,SOPHIE,F,4
1960,SOREN,M,6
1960,STALE,M,75
1960,STANISLAW,M,27
1960,STEFAN,M,17
1960,STEFFEN,M,8
1960,STEIN,M,327
1960,STEINAR,M,246
1960,STEN,M,37
1960,STEPHEN,M,11
1960,STEVEN,M,9
1960,STIAN,M,8
1960,STIG,M,235
1960,STINE,F,18
1960,STURE,M,10
1960,STURLA,M,14
1960,SUNNIVA,F,7
1960,SUSAN,F,13
1960,SUSANNE,F,26
1960,SVANHILD,F,32
1960,SVEIN,M,614
1960,SVEIN-ERIK,M,6
1960,SVEINUNG,M,43
1960,SVEN,M,102
1960,SVEND,M,23
1960,SVENN,M,24
1960,SVERRE,M,110
1960,SVETLANA,F,22
1960,SYED,M,4
1960,SYLVI,F,31
1960,SYLVIA,F,14
1960,SYLWESTER,M,4
1960,TADEUSZ,M,17
1960,TAGE,M,6
1960,TARJEI,M,6
1960,TATIANA,F,13
1960,TATJANA,F,8
1960,TERESA,F,11
1960,TERJE,M,647
1960,THANH,F,4
1960,THANH,M,6
1960,THERESE,F,9
1960,THI,F,12
1960,THOMAS,M,50
1960,THOR,M,167
1960,THORBJORN,M,25
1960,THORE,M,30
1960,THORLEIF,M,16
1960,THORSTEIN,M,7
1960,THORVALD,M,4
1960,TINA,F,10
1960,TINE,F,12
1960,TOM,M,536
1960,TOM-ERIK,M,6
1960,TOMAS,M,8
1960,TOMASZ,M,4
1960,TOMMY,M,118
1960,TONE,F,439
1960,TONJE,F,11
1960,TONNY,M,9
1960,TONY,M,19
1960,TOR,M,503
1960,TORALF,M,9
1960,TORBJORN,M,118
1960,TORD,M,8
1960,TORDIS,F,16
1960,TORE,M,374
1960,TORFINN,M,31
1960,TORGEIR,M,63
1960,TORGER,M,12
1960,TORGRIM,M,13
1960,TORGUNN,F,10
1960,TORHILD,F,75
1960,TORIL,F,136
1960,TORILD,F,62
1960,TORILL,F,193
1960,TORKEL,M,9
1960,TORKILD,M,4
1960,TORLEIF,M,18
1960,TORLEIV,M,6
1960,TORMOD,M,64
1960,TORSTEIN,M,57
1960,TORUN,F,22
1960,TORUNN,F,114
1960,TOVE,F,509
1960,TRINE,F,163
1960,TRON,M,13
1960,TROND,M,489
1960,TRUDE,F,98
1960,TRULS,M,41
1960,TRYGVE,M,86
1960,TRYM,M,4
1960,TURI,F,5
1960,TURID,F,239
1960,ULF,M,82
1960,ULLA,F,14
1960,UNN,F,45
1960,UNNI,F,284
1960,URSZULA,F,5
1960,VALBORG,F,6
1960,VALENTIN,M,4
1960,VALENTINA,F,7
1960,VAN,M,7
1960,VANJA,F,9
1960,VEGAR,M,6
1960,VEGARD,M,15
1960,VENCHE,F,15
1960,VENKE,F,30
1960,VERA,F,40
1960,VIBECKE,F,7
1960,VIBEKE,F,66
1960,VICTOR,M,13
1960,VICTORIA,F,4
1960,VIDA,F,4
1960,VIDAR,M,250
1960,VIGDIS,F,193
1960,VIGGO,M,47
1960,VIKTOR,M,10
1960,VILLY,M,5
1960,VIVI,F,36
1960,VIVIAN,F,33
1960,VLADIMIR,M,11
1960,VYTAUTAS,M,5
1960,WALDEMAR,M,16
1960,WALTER,M,13
1960,WANJA,F,8
1960,WENCHE,F,420
1960,WENKE,F,20
1960,WERNER,M,17
1960,WIDAR,M,4
1960,WIESLAW,M,20
1960,WIGDIS,F,7
1960,WIGGO,M,10
1960,WILLIAM,M,14
1960,WILLY,M,56
1960,WOJCIECH,M,10
1960,YNGVAR,M,16
1960,YNGVE,M,42
1960,YNGVILD,F,4
1960,YUSUF,M,5
1960,YVONNE,F,11
1960,ZAHRA,F,9
1960,ZBIGNIEW,M,42
1960,ZOFIA,F,4
1960,ZORAN,M,9
1961,AAGE,M,31
1961,AASE,F,51
1961,ABBAS,M,4
1961,ABDUL,M,14
1961,ABDULLAH,M,6
1961,ABDULLAHI,M,4
1961,ABRAHAM,M,6
1961,ADA,F,8
1961,ADAM,M,16
1961,ADRIAN,M,4
1961,AGE,M,117
1961,AGNAR,M,18
1961,AGNES,F,22
1961,AGNETE,F,5
1961,AHMAD,M,14
1961,AHMED,M,23
1961,AINA,F,53
1961,AKSEL,M,18
1961,ALAN,M,4
1961,ALBERT,M,7
1961,ALEKSANDRS,M,4
1961,ALEX,M,5
1961,ALEXANDER,M,9
1961,ALEXANDRA,F,8
1961,ALF,M,164
1961,ALFRED,M,17
1961,ALI,M,38
1961,ALICE,F,18
1961,ALICIA,F,5
1961,ALINA,F,5
1961,ALISE,F,4
1961,ALLAN,M,9
1961,ALV,M,5
1961,ALVHILD,F,4
1961,AMINA,F,10
1961,AMIR,M,4
1961,AMUND,M,7
1961,ANA,F,11
1961,ANDERS,M,153
1961,ANDRE,M,29
1961,ANDREA,F,8
1961,ANDREAS,M,57
1961,ANDREW,M,11
1961,ANDRIS,M,5
1961,ANDRZEJ,M,64
1961,ANE,F,10
1961,ANETT,F,5
1961,ANETTE,F,33
1961,ANGELA,F,5
1961,ANGELICA,F,4
1961,ANGELIKA,F,4
1961,ANITA,F,464
1961,ANJA,F,8
1961,ANLAUG,F,7
1961,ANN,F,316
1961,ANN-CHRISTIN,F,9
1961,ANN-HELEN,F,7
1961,ANN-KARIN,F,22
1961,ANN-KRISTIN,F,31
1961,ANN-MARI,F,17
1961,ANNA,F,88
1961,ANNE,F,1734
1961,ANNE-BRITT,F,18
1961,ANNE-GRETE,F,16
1961,ANNE-GRETHE,F,23
1961,ANNE-KARI,F,4
1961,ANNE-KARIN,F,19
1961,ANNE-KRISTIN,F,12
1961,ANNE-LENE,F,4
1961,ANNE-LISE,F,40
1961,ANNE-MARI,F,7
1961,ANNE-MARIE,F,20
1961,ANNE-MARIT,F,6
1961,ANNE-METTE,F,16
1961,ANNE-SOFIE,F,4
1961,ANNELI,F,6
1961,ANNETTE,F,35
1961,ANNI,F,10
1961,ANNIE,F,16
1961,ANNIKEN,F,15
1961,ANNLAUG,F,13
1961,ANNY,F,25
1961,ANSGAR,M,5
1961,ANTHONY,M,5
1961,ANTON,M,16
1961,ARE,M,31
1961,ARILD,M,270
1961,ARNA,F,7
1961,ARNE,M,477
1961,ARNFINN,M,70
1961,ARNHILD,F,24
1961,ARNOLD,M,11
1961,ARNSTEIN,M,31
1961,ARNT,M,82
1961,ARNULF,M,10
1961,ARTHUR,M,17
1961,ARTURAS,M,5
1961,ARVE,M,118
1961,ARVID,M,127
1961,ARVYDAS,M,6
1961,ASBJORN,M,115
1961,ASGEIR,M,33
1961,ASLAK,M,17
1961,ASLAUG,F,16
1961,ASLE,M,37
1961,ASMUND,M,27
1961,ASTA,F,4
