Year,Name,Sex,Count
1977,JOMAR,M,4
1977,JON,M,229
1977,JONAS,M,66
1977,JONATHAN,M,9
1977,JONE,M,13
1977,JONNY,M,23
1977,JORAN,M,20
1977,JORG,M,9
1977,JORGE,M,11
1977,JORGEN,M,123
1977,JORID,F,7
1977,JORN,M,128
1977,JORUN,F,13
1977,JORUND,M,15
1977,JORUNN,F,57
1977,JOSE,M,24
1977,JOSEF,M,5
1977,JOSEPH,M,6
1977,JOSEPHINE,F,7
1977,JOSTEIN,M,82
1977,JOZEF,M,10
1977,JUAN,M,28
1977,JUDITH,F,11
1977,JULIA,F,32
1977,JULIAN,M,4
1977,JULIANA,F,5
1977,JULIANNE,F,7
1977,JULIE,F,56
1977,JULIUS,M,7
1977,JUNE,F,38
1977,JURGITA,F,23
1977,JUSTYNA,F,30
1977,KAI,M,113
1977,KAIA,F,8
1977,KAISA,F,4
1977,KAJ,M,5
1977,KAJA,F,22
1977,KAMAL,M,4
1977,KAMIL,M,5
1977,KAMILA,F,10
1977,KAMILLA,F,24
1977,KARE,M,33
1977,KAREN,F,60
1977,KARI,F,160
1977,KARI-ANNE,F,23
1977,KARIANNE,F,101
1977,KARIM,M,5
1977,KARIN,F,64
1977,KARINA,F,73
1977,KARINE,F,10
1977,KARL,M,74
1977,KAROL,M,9
1977,KAROLINA,F,10
1977,KAROLINE,F,18
1977,KARSTEN,M,14
1977,KASPER,M,7
1977,KATARINA,F,19
1977,KATARZYNA,F,50
1977,KATE,F,19
1977,KATHARINA,F,17
1977,KATHE,F,4
1977,KATHERINE,F,5
1977,KATHRIN,F,6
1977,KATHRINE,F,108
1977,KATJA,F,14
1977,KATO,M,6
1977,KATRIN,F,11
1977,KATRINE,F,113
1977,KAY,M,45
1977,KELLY,F,4
1977,KEN,M,45
1977,KENNETH,M,352
1977,KENT,M,57
1977,KERSTIN,F,6
1977,KESTUTIS,M,11
1977,KETIL,M,47
1977,KEVIN,M,25
1977,KHADIJA,F,4
1977,KHALED,M,6
1977,KHALID,M,8
1977,KIM,F,16
1977,KIM,M,200
1977,KINE,F,65
1977,KINGA,F,8
1977,KIRSTEN,F,18
1977,KIRSTI,F,58
1977,KJARTAN,M,36
1977,KJELL,M,177
1977,KJERSTI,F,176
1977,KJERSTIN,F,17
1977,KJETIL,M,344
1977,KLAUS,M,11
1977,KNUT,M,252
1977,KOLBJORN,M,8
1977,KONRAD,M,22
1977,KRISTEL,F,8
1977,KRISTEN,M,5
1977,KRISTER,M,19
1977,KRISTI,F,7
1977,KRISTIAN,M,251
1977,KRISTIN,F,457
1977,KRISTINA,F,68
1977,KRISTINE,F,172
1977,KRISTOFFER,M,47
1977,KRYSTIAN,M,12
1977,KRYSTYNA,F,5
1977,KRZYSZTOF,M,89
1977,KURT,M,36
1977,KYRRE,M,14
1977,LAILA,F,165
1977,LARISA,F,4
1977,LARS,M,596
1977,LARS-ERIK,M,15
1977,LASSE,M,90
1977,LAURA,F,19
1977,LEIF,M,98
1977,LEILA,F,24
1977,LEIV,M,11
1977,LENA,F,156
1977,LENE,F,358
1977,LENNART,M,13
1977,LESZEK,M,20
1977,LEVI,M,5
1977,LEYLA,F,8
1977,LIBAN,M,5
1977,LIDIA,F,8
1977,LILJA,F,4
1977,LILL,F,65
1977,LILLIAN,F,69
1977,LIN,F,12
1977,LINA,F,40
1977,LINAS,M,13
1977,LINDA,F,623
1977,LINE,F,247
1977,LINN,F,239
1977,LISA,F,43
1977,LISBET,F,6
1977,LISBETH,F,77
1977,LISE,F,121
1977,LISS,F,5
1977,LIV,F,129
1977,LIVE,F,14
1977,LONE,F,13
1977,LOTTE,F,17
1977,LOUISE,F,11
1977,LUCA,M,4
1977,LUCIA,F,4
1977,LUCY,F,4
1977,LUIS,M,13
1977,LUKAS,M,4
1977,LUKASZ,M,23
1977,LYDIA,F,4
1977,MA,F,7
1977,MACIEJ,M,33
1977,MADELEINE,F,7
1977,MADS,M,54
1977,MAGDALENA,F,51
1977,MAGNAR,M,13
1977,MAGNE,M,77
1977,MAGNHILD,F,21
1977,MAGNI,F,4
1977,MAGNUS,M,125
1977,MAHMOUD,M,10
1977,MAI,F,18
1977,MAIKEN,F,17
1977,MAJ,F,4
1977,MAJA,F,22
1977,MALGORZATA,F,36
1977,MALIKA,F,7
1977,MALIN,F,45
1977,MANUEL,M,5
1977,MARC,M,7
1977,MARCEL,M,7
1977,MARCIN,M,122
1977,MARCO,M,17
1977,MARCUS,M,13
1977,MAREK,M,51
1977,MAREN,F,40
1977,MARGARET,F,8
1977,MARGARETH,F,11
1977,MARGARITA,F,5
1977,MARGIT,F,7
1977,MARGOT,F,5
1977,MARGRETE,F,18
1977,MARGRETHE,F,44
1977,MARGUNN,F,9
1977,MARI,F,116
1977,MARIA,F,390
1977,MARIAM,F,7
1977,MARIAN,F,12
1977,MARIAN,M,5
1977,MARIANA,F,8
1977,MARIANN,F,83
1977,MARIANNE,F,433
1977,MARIE,F,85
1977,MARIELLE,F,8
1977,MARIJA,F,15
1977,MARINA,F,25
1977,MARIO,M,13
1977,MARION,F,27
1977,MARIT,F,240
1977,MARITA,F,106
1977,MARIUS,M,195
1977,MARIUSZ,M,102
1977,MARK,M,20
1977,MARKO,M,11
1977,MARKUS,M,25
1977,MARLEN,F,5
1977,MARTA,F,34
1977,MARTE,F,164
1977,MARTHA,F,10
1977,MARTHE,F,57
1977,MARTIN,M,211
1977,MARTINE,F,12
1977,MARTYNAS,M,4
1977,MARY,F,24
1977,MARYAM,F,9
1977,MARYAN,F,5
1977,MARZENA,F,12
1977,MATEUSZ,M,7
1977,MATHIAS,M,14
1977,MATHILDE,F,9
1977,MATHIS,M,11
1977,MATS,M,41
1977,MATTHEW,M,6
1977,MATTHIAS,M,4
1977,MATTIAS,M,4
1977,MATTIS,M,7
1977,MAX,M,4
1977,MAY,F,147
1977,MAY-BRITT,F,14
1977,MAYA,F,9
1977,MEHDI,M,4
1977,MEHMET,M,13
1977,MELANIE,F,8
1977,MELINDA,F,10
1977,MELISSA,F,5
1977,MERETE,F,111
1977,MERETHE,F,62
1977,METTE,F,147
1977,MIA,F,17
1977,MICHAEL,M,68
1977,MICHAL,M,61
1977,MICHELLE,F,16
1977,MIGUEL,M,15
1977,MIKAEL,M,34
1977,MIKAL,M,7
1977,MIKKEL,M,5
1977,MILAN,M,10
1977,MINA,F,10
1977,MINDAUGAS,M,24
1977,MINH,M,4
1977,MIRIAM,F,31
1977,MIRJAM,F,10
1977,MIROSLAV,M,8
1977,MIROSLAW,M,16
1977,MOHAMAD,M,15
1977,MOHAMED,M,53
1977,MOHAMMAD,M,49
1977,MOHAMMED,M,35
1977,MONA,F,215
1977,MONICA,F,460
1977,MONIKA,F,142
1977,MORGAN,M,18
1977,MORTEN,M,478
1977,MOSTAFA,M,5
1977,MUHAMMAD,M,14
1977,MUNA,F,6
1977,MUSTAFA,M,23
1977,NADIA,F,31
1977,NAIMA,F,10
1977,NANCY,F,19
1977,NANNA,F,8
1977,NATALIA,F,51
1977,NELLY,F,5
1977,NERIJUS,M,31
1977,NGOC,F,6
1977,NICHOLAS,M,7
1977,NICLAS,M,5
1977,NICOLAI,M,18
1977,NICOLAY,M,5
1977,NICOLE,F,14
1977,NIKLAS,M,9
1977,NIKOLA,M,8
1977,NIKOLAI,M,13
1977,NILS,M,128
1977,NINA,F,357
1977,NJAL,M,14
1977,NORA,F,26
1977,NORBERT,M,13
1977,NORUNN,F,5
1977,ODD,M,106
1977,ODDBJORN,M,28
1977,ODDGEIR,M,13
1977,ODDNY,F,4
1977,ODDRUN,F,13
1977,ODDVAR,M,20
1977,ODDVEIG,F,6
1977,ODIN,M,4
1977,OISTEIN,M,7
1977,OIVIND,M,20
1977,OKSANA,F,17
1977,OLA,M,83
1977,OLAF,M,9
1977,OLAUG,F,10
1977,OLAV,M,78
1977,OLE,M,380
1977,OLE-CHRISTIAN,M,7
1977,OLE-JORGEN,M,7
1977,OLE-KRISTIAN,M,12
1977,OLE-MARTIN,M,8
1977,OLE-PETTER,M,5
1977,OLENA,F,6
1977,OLGA,F,49
1977,OLIVER,M,10
1977,OMAR,M,20
1977,ORJAN,M,138
1977,OSKAR,M,9
1977,OSMAN,M,4
1977,OTTAR,M,6
1977,OTTO,M,7
1977,OVE,M,60
1977,OYSTEIN,M,228
1977,OYVIND,M,303
1977,PAAL,M,18
1977,PAL,M,208
1977,PATRICIA,F,11
1977,PATRICK,M,16
1977,PATRIK,M,5
1977,PATRYCJA,F,5
1977,PATRYK,M,5
1977,PAUL,M,59
1977,PAULA,F,9
1977,PAULINA,F,7
1977,PAWEL,M,89
1977,PEDER,M,19
1977,PEDRO,M,8
1977,PER,M,351
1977,PERNILLE,F,25
1977,PETER,M,58
1977,PETRA,F,10
1977,PETTER,M,131
1977,PHILIP,M,13
1977,PHILLIP,M,5
1977,PHUONG,F,7
1977,PIA,F,40
1977,PIOTR,M,110
1977,PREBEN,M,27
1977,PRZEMYSLAW,M,48
1977,RACHEL,F,14
1977,RADOSLAW,M,22
1977,RAFAL,M,82
1977,RAGNA,F,11
1977,RAGNAR,M,39
1977,RAGNE,F,6
1977,RAGNHILD,F,115
1977,RAGNVALD,M,7
1977,RAHEL,F,5
1977,RAHMA,F,5
1977,RAKEL,F,12
1977,RAMI,M,8
1977,RAMONA,F,12
1977,RAMUNAS,M,14
1977,RANA,F,7
1977,RANDI,F,133
1977,RANIA,F,8
1977,RANNVEIG,F,18
1977,RANVEIG,F,11
1977,RASA,F,21
1977,RASMUS,M,12
1977,RAYMOND,M,107
1977,REBECCA,F,17
1977,REBEKKA,F,12
1977,REGINA,F,8
1977,REGINE,F,5
1977,REIDAR,M,32
1977,REIDUN,F,42
1977,REMI,M,33
1977,REMY,M,7
1977,RENATA,F,33
1977,RENATE,F,176
1977,RENATHE,F,15
1977,RENE,M,16
1977,RENEE,F,7
1977,REZA,M,8
1977,RICARDO,M,11
1977,RICHARD,M,69
1977,RIGMOR,F,12
1977,RIKARD,M,14
1977,RIKKE,F,24
1977,RINA,F,4
1977,RINO,M,7
1977,RITA,F,100
1977,ROALD,M,13
1977,ROAR,M,91
1977,ROBERT,M,238
1977,ROBERTAS,M,7
1977,ROBERTO,M,5
1977,ROBIN,M,39
1977,ROGER,M,214
1977,ROLAND,M,4
1977,ROLANDAS,M,10
1977,ROLF,M,99
1977,ROLV,M,4
1977,ROMAN,M,25
1977,RONALD,M,9
1977,RONNIE,M,13
1977,RONNY,M,214
1977,ROSE,F,9
1977,ROY,M,130
1977,RUBEN,M,32
1977,RUDI,M,21
1977,RUDOLF,M,5
1977,RUNA,F,10
1977,RUNAR,M,54
1977,RUNE,M,409
1977,RUT,F,10
1977,RUTH,F,47
1977,RYAN,M,4
1977,RYSZARD,M,10
1977,SABA,F,11
1977,SABINE,F,6
1977,SADIA,F,10
1977,SAHAR,F,6
1977,SAHRA,F,5
1977,SAID,M,10
1977,SAIMA,F,12
1977,SALAH,M,5
1977,SALEH,M,4
1977,SAMIR,M,11
1977,SAMIRA,F,14
1977,SAMUEL,M,18
1977,SANDRA,F,50
1977,SANJA,F,10
1977,SANNA,F,4
1977,SARA,F,49
1977,SARAH,F,23
1977,SAULIUS,M,13
1977,SCOTT,M,5
1977,SEAN,M,5
1977,SEBASTIAN,M,66
1977,SELAM,F,7
1977,SELMA,F,13
1977,SENAIT,F,7
1977,SEYED,M,9
1977,SHARON,F,4
1977,SHEILA,F,7
1977,SHIRIN,F,6
1977,SIDSEL,F,7
1977,SIGBJORN,M,26
1977,SIGMUND,M,25
1977,SIGNE,F,33
1977,SIGRID,F,40
1977,SIGRUN,F,23
1977,SIGRUNN,F,5
1977,SIGURD,M,51
1977,SIGVE,M,15
1977,SILJA,F,16
1977,SILJE,F,318
1977,SILVIA,F,31
1977,SIMEN,M,43
1977,SIMON,M,30
1977,SIMONA,F,5
1977,SIMONE,F,6
1977,SINDRE,M,49
1977,SIREN,F,21
1977,SIRI,F,165
1977,SIRIL,F,11
1977,SISSEL,F,100
1977,SIV,F,185
1977,SIW,F,52
1977,SJUR,M,20
1977,SKJALG,M,4
1977,SLAWOMIR,M,40
1977,SNORRE,M,15
1977,SOFIA,F,15
1977,SOFIE,F,10
1977,SOLFRID,F,21
1977,SOLGUNN,F,4
1977,SOLOMON,M,5
1977,SOLRUN,F,11
1977,SOLVE,M,16
1977,SOLVEIG,F,106
1977,SONDRE,M,34
1977,SONIA,F,7
1977,SONJA,F,29
1977,SOPHIE,F,7
1977,SOREN,M,19
1977,STALE,M,98
1977,STANISLAW,M,9
1977,STEFAN,M,66
1977,STEFFAN,M,9
1977,STEFFEN,M,43
1977,STEIN,M,136
1977,STEINAR,M,117
1977,STELLA,F,4
1977,STEN,M,29
1977,STEPHAN,M,19
1977,STEPHANIE,F,9
1977,STEPHEN,M,17
1977,STEVE,M,10
1977,STEVEN,M,10
1977,STIAN,M,505
1977,STIG,M,213
1977,STINA,F,43
1977,STINE,F,181
1977,STURE,M,4
1977,STURLA,M,14
1977,SUNNIVA,F,23
1977,SUSAN,F,18
1977,SUSANN,F,18
1977,SUSANNA,F,8
1977,SUSANNE,F,61
1977,SUZANNE,F,4
1977,SVANHILD,F,13
1977,SVEIN,M,207
1977,SVEINUNG,M,44
1977,SVEN,M,59
1977,SVEND,M,6
1977,SVENN,M,17
1977,SVERRE,M,51
1977,SVETLANA,F,26
1977,SYED,M,11
1977,SYLVI,F,15
1977,SYLVIA,F,45
1977,SYLWESTER,M,14
1977,SYLWIA,F,40
1977,SYNNE,F,21
1977,TADAS,M,5
1977,TADEUSZ,M,5
1977,TALE,F,5
1977,TAMARA,F,7
1977,TANJA,F,57
1977,TANYA,F,9
1977,TARA,F,5
1977,TARALD,M,4
1977,TARJEI,M,26
1977,TATIANA,F,16
1977,TATJANA,F,21
1977,TED,M,12
1977,TERESA,F,7
1977,TERESE,F,25
1977,TERJE,M,225
1977,THALE,F,9
1977,THANH,F,8
1977,THANH,M,7
1977,THEA,F,26
1977,THERESE,F,211
1977,THI,F,29
1977,THOMAS,M,679
1977,THOR,M,63
1977,THORBJORN,M,20
1977,THORE,M,9
1977,THORLEIF,M,9
1977,THORVALD,M,4
1977,THU,F,14
1977,THUY,F,8
1977,TIM,M,11
1977,TIMOTHY,M,7
1977,TINA,F,122
1977,TINE,F,34
1977,TOBIAS,M,19
1977,TOM,M,314
1977,TOM-ERIK,M,9
1977,TOMAS,M,92
1977,TOMASZ,M,135
1977,TOMMY,M,311
1977,TONE,F,278
1977,TONI,M,5
1977,TONJE,F,129
1977,TONNY,M,9
1977,TONY,M,43
1977,TOR,M,317
1977,TOR-ARNE,M,6
1977,TOR-ERIK,M,5
1977,TORA,F,6
1977,TORALF,M,4
1977,TORBEN,M,16
1977,TORBJORN,M,109
1977,TORD,M,16
1977,TORE,M,191
1977,TORFINN,M,11
1977,TORGEIR,M,65
1977,TORGER,M,6
1977,TORGRIM,M,12
1977,TORHILD,F,12
1977,TORIL,F,42
1977,TORILL,F,34
1977,TORJE,M,4
1977,TORKEL,M,16
1977,TORKIL,M,9
1977,TORKILD,M,6
1977,TORLEIF,M,9
1977,TORMOD,M,34
1977,TORSTEIN,M,50
1977,TORUN,F,6
1977,TORUNN,F,66
1977,TOVE,F,114
1977,TRINE,F,192
1977,TRINE-LISE,F,5
1977,TRON,M,7
1977,TROND,M,323
1977,TRUDE,F,147
1977,TRULS,M,40
1977,TRYGVE,M,33
1977,TRYM,M,6
1977,TURI,F,4
1977,TURID,F,32
1977,TUVA,F,12
1977,ULF,M,16
1977,ULRIKKE,F,4
1977,UNA,F,9
1977,UNN,F,11
1977,UNNI,F,37
1977,URSZULA,F,4
1977,VAIDA,F,5
1977,VAIDAS,M,17
1977,VALENTIN,M,6
1977,VALENTINA,F,8
1977,VALERIA,F,4
1977,VAN,M,5
1977,VANESSA,F,7
1977,VANJA,F,24
1977,VEBJORN,M,15
1977,VEGAR,M,35
1977,VEGARD,M,131
1977,VEMUND,M,9
1977,VENKE,F,5
1977,VERA,F,15
1977,VERONICA,F,109
1977,VERONIKA,F,55
1977,VETLE,M,5
1977,VIBECKE,F,9
1977,VIBEKE,F,159
1977,VICTOR,M,14
1977,VICTORIA,F,18
1977,VIDA,F,4
1977,VIDAR,M,174
1977,VIGDIS,F,35
1977,VIGGO,M,20
1977,VIKTOR,M,5
1977,VIKTORIA,F,8
1977,VILDE,F,5
1977,VILMA,F,5
1977,VINCENT,M,6
1977,VIOLA,F,4
1977,VIOLETA,F,6
1977,VIVI,F,14
1977,VIVIAN,F,43
1977,VLADIMIR,M,8
1977,VYTAUTAS,M,5
1977,WALDEMAR,M,18
1977,WALTER,M,4
1977,WANJA,F,7
1977,WENCHE,F,120
1977,WENDY,F,4
1977,WERNER,M,13
1977,WIESLAW,M,5
1977,WIGGO,M,6
1977,WILLIAM,M,20
1977,WILLY,M,10
1977,WOJCIECH,M,34
1977,YASIN,M,5
1977,YASMIN,F,8
1977,YLVA,F,4
1977,YNGVAR,M,12
1977,YNGVE,M,52
1977,YNGVILD,F,8
1977,YONAS,M,5
1977,YUSUF,M,4
1977,YVONNE,F,58
1977,ZAHRA,F,9
1977,ZAINAB,F,5
1977,ZBIGNIEW,M,18
1977,ZORAN,M,9
1978,AARON,M,4
1978,AASE,F,4
1978,ABBAS,M,5
1978,ABDI,M,11
1978,ABDIRAHMAN,M,9
1978,ABDUL,M,12
1978,ABDULKADIR,M,6
1978,ABDULLAH,M,7
1978,ABDULLAHI,M,8
1978,ADA,F,4
1978,ADAM,M,68
1978,ADNAN,M,16
1978,ADNE,M,9
1978,ADRIAN,M,34
1978,ADRIANA,F,12
1978,AGATA,F,18
1978,AGE,M,18
1978,AGNAR,M,4
1978,AGNES,F,14
1978,AGNETE,F,13
1978,AGNETHE,F,7
1978,AGNIESZKA,F,94
1978,AHMAD,M,31
1978,AHMED,M,37
1978,AHMET,M,8
1978,AIDA,F,13
1978,AILEEN,F,5
1978,AILIN,F,9
1978,AINA,F,82
1978,AISHA,F,12
1978,AKSEL,M,10
1978,ALAN,M,4
1978,ALBERT,M,10
1978,ALEJANDRO,M,5
1978,ALEKSANDAR,M,10
1978,ALEKSANDER,M,32
1978,ALEKSANDR,M,4
1978,ALEKSANDRA,F,18
1978,ALEX,M,12
1978,ALEXANDER,M,128
1978,ALEXANDRA,F,21
1978,ALEXANDRU,M,6
1978,ALF,M,54
1978,ALI,M,63
1978,ALICE,F,13
1978,ALICJA,F,5
1978,ALINA,F,16
1978,ALINE,F,5
1978,ALISE,F,5
1978,ALLAN,M,17
1978,ALMA,F,13
1978,ALV,M,4
1978,AMAL,F,11
1978,AMALIE,F,4
1978,AMANUEL,M,7
1978,AMER,M,6
1978,AMIN,M,6
1978,AMINA,F,23
1978,AMIR,M,16
1978,AMIRA,F,8
1978,AMMAR,M,7
1978,AMUND,M,38
1978,ANA,F,32
1978,ANASTASIA,F,6
1978,ANDERS,M,456
1978,ANDRE,M,139
1978,ANDREA,F,27
1978,ANDREAS,M,250
1978,ANDREI,M,8
1978,ANDREJ,M,9
1978,ANDRES,M,5
1978,ANDREW,M,16
1978,ANDRIS,M,7
1978,ANDRIUS,M,25
1978,ANDRZEJ,M,44
1978,ANE,F,55
1978,ANETA,F,26
1978,ANETT,F,12
1978,ANETTE,F,226
1978,ANGELA,F,19
1978,ANGELICA,F,9
1978,ANGELIKA,F,6
1978,ANINE,F,6
1978,ANITA,F,316
1978,ANJA,F,115
1978,ANN,F,249
1978,ANN-CHRISTIN,F,9
1978,ANN-HELEN,F,14
1978,ANN-KARIN,F,5
1978,ANN-KRISTIN,F,49
1978,ANN-MARI,F,7
1978,ANNA,F,221
1978,ANNE,F,612
1978,ANNE-BERIT,F,4
1978,ANNE-BRITT,F,5
1978,ANNE-GRETHE,F,9
1978,ANNE-KRISTIN,F,4
1978,ANNE-LENE,F,8
1978,ANNE-LISE,F,14
1978,ANNELI,F,10
1978,ANNETTE,F,85
1978,ANNIE,F,16
1978,ANNIKA,F,12
1978,ANNIKEN,F,36
1978,ANNLAUG,F,5
1978,ANTHONY,M,8
1978,ANTON,M,9
1978,ANTONIA,F,4
1978,ANTONIO,M,12
1978,ANWAR,M,5
1978,ARE,M,60
1978,ARILD,M,119
1978,ARKADIUSZ,M,33
1978,ARNE,M,115
1978,ARNFINN,M,21
1978,ARNHILD,F,9
1978,ARNSTEIN,M,23
1978,ARNT,M,39
1978,ARTHUR,M,6
1978,ARTUR,M,59
1978,ARTURAS,M,12
1978,ARUNAS,M,14
1978,ARVE,M,41
1978,ARVID,M,20
1978,ASBJORN,M,44
1978,ASGEIR,M,30
1978,ASHA,F,4
1978,ASLAK,M,22
1978,ASLAUG,F,14
1978,ASLE,M,39
1978,ASMA,F,6
1978,ASMUND,M,33
1978,ASTA,F,10
1978,ASTRI,F,7
1978,ASTRID,F,101
1978,ATLE,M,93
1978,AUD,F,24
1978,AUDHILD,F,6
1978,AUDRIUS,M,10
1978,AUDUN,M,75
1978,AURIMAS,M,5
1978,AUSRA,F,8
1978,AXEL,M,14
1978,AYMAN,M,5
1978,AYSE,F,6
1978,AZRA,F,4
1978,BAARD,M,6
1978,BARBARA,F,22
1978,BARBRO,F,34
1978,BARD,M,81
1978,BARTLOMIEJ,M,7
1978,BARTOSZ,M,9
1978,BEATA,F,15
1978,BEATE,F,138
1978,BEATHE,F,17
1978,BEATRICE,F,5
1978,BELINDA,F,18
1978,BEN,M,13
1978,BENDIK,M,12
1978,BENEDICTE,F,29
1978,BENEDIKTE,F,20
1978,BENGT,M,32
1978,BENJAMIN,M,23
1978,BENNY,M,14
1978,BENT,M,38
1978,BENTE,F,149
1978,BERIT,F,71
1978,BERNARD,M,5
1978,BERNHARD,M,7
1978,BERNT,M,46
1978,BERTIL,M,6
1978,BETTINA,F,7
1978,BIANCA,F,8
1978,BILAL,M,13
1978,BIRGER,M,14
1978,BIRGIT,F,23
1978,BIRGITTE,F,66
1978,BIRTE,F,18
1978,BIRTHE,F,9
1978,BJARNE,M,32
1978,BJARTE,M,66
1978,BJORGE,M,5
1978,BJORN,M,463
1978,BJORN-ERIK,M,4
1978,BJORNAR,M,78
1978,BO,M,10
1978,BODIL,F,33
1978,BOGDAN,M,11
1978,BOGUSLAW,M,6
1978,BORGAR,M,4
1978,BORGE,M,51
1978,BORGHILD,F,8
1978,BORIS,M,10
1978,BORRE,M,17
1978,BOZENA,F,4
1978,BRAGE,M,7
1978,BREDE,M,17
1978,BRIAN,M,8
1978,BRIT,F,30
1978,BRITA,F,9
1978,BRITT,F,60
1978,BROR,M,4
1978,BRUNO,M,7
1978,BRYNHILD,F,5
1978,BRYNJAR,M,9
1978,CAMILLA,F,578
1978,CARINA,F,79
1978,CARINE,F,9
1978,CARL,M,62
1978,CARLA,F,6
1978,CARLOS,M,17
1978,CARMEN,F,7
1978,CAROLINA,F,11
1978,CAROLINE,F,54
1978,CARSTEN,M,11
1978,CASPER,M,5
1978,CATHARINA,F,5
1978,CATHERINE,F,15
1978,CATHRIN,F,14
1978,CATHRINE,F,241
1978,CATO,M,51
1978,CATRINE,F,14
1978,CECILIA,F,15
1978,CECILIE,F,279
1978,CELINA,F,4
1978,CELINE,F,6
1978,CESILIE,F,6
1978,CHARLES,M,11
1978,CHARLOTTE,F,83
1978,CHRIS,M,20
1978,CHRISTEL,F,31
1978,CHRISTEN,M,4
1978,CHRISTER,M,60
1978,CHRISTIAN,M,416
1978,CHRISTIN,F,23
1978,CHRISTINA,F,85
1978,CHRISTINE,F,128
1978,CHRISTOFFER,M,29
1978,CHRISTOPHER,M,33
1978,CICILIE,F,11
1978,CINDY,F,7
1978,CLAES,M,5
1978,CLAUDIA,F,19
1978,CLAUS,M,8
1978,CONNIE,F,14
1978,CONSTANTIN,M,9
1978,CRISTIAN,M,15
1978,CRISTINA,F,13
1978,DAG,M,122
1978,DAGFINN,M,24
1978,DAGMAR,F,5
1978,DAGRUN,F,5
1978,DAINIUS,M,13
1978,DAIVA,F,12
1978,DALIA,F,4
1978,DAMIAN,M,12
1978,DAN,M,75
1978,DANA,F,7
1978,DANI,M,5
1978,DANIEL,M,217
1978,DANIELA,F,22
1978,DARIA,F,4
1978,DARIUS,M,35
1978,DARIUSZ,M,53
1978,DAVID,M,105
1978,DAWID,M,14
1978,DAWIT,M,4
1978,DEJAN,M,8
1978,DENIS,M,13
1978,DENNIS,M,17
1978,DESIREE,F,6
1978,DIANA,F,31
1978,DIDRIK,M,4
1978,DIEGO,M,7
1978,DINA,F,17
1978,DOMINIK,M,13
1978,DOMINIKA,F,9
1978,DONATAS,M,8
1978,DOROTA,F,23
1978,DORTHE,F,7
1978,DRAGAN,M,8
1978,EDDIE,M,5
1978,EDEL,F,8
1978,EDEN,F,4
1978,EDGAR,M,6
1978,EDIN,M,4
1978,EDITA,F,15
1978,EDITH,F,7
1978,EDLE,F,4
1978,EDMUND,M,4
1978,EDVARD,M,12
1978,EDVIN,M,12
1978,EDWARD,M,6
1978,EDWIN,M,7
1978,EDYTA,F,16
1978,EGIDIJUS,M,14
1978,EGIL,M,48
1978,EGLE,F,8
1978,EILEEN,F,13
1978,EILEN,F,5
1978,EILIF,M,4
1978,EINAR,M,76
1978,EIRIK,M,186
1978,EIRILL,F,4
1978,EIRIN,F,42
1978,EIVIND,M,122
1978,EIVOR,F,4
1978,EKATERINA,F,9
1978,ELDAR,M,7
1978,ELEN,F,7
1978,ELENA,F,37
1978,ELI,F,56
1978,ELIAS,M,4
1978,ELIN,F,319
1978,ELINE,F,12
1978,ELISA,F,7
1978,ELISABET,F,16
1978,ELISABETH,F,405
1978,ELISE,F,34
1978,ELIZA,F,4
1978,ELIZABETH,F,21
1978,ELLA,F,8
1978,ELLEN,F,139
1978,ELLINOR,F,8
1978,ELSE,F,35
1978,ELZBIETA,F,11
1978,EMANUEL,M,7
1978,EMIL,M,31
1978,EMILIA,F,9
1978,EMILIE,F,8
1978,EMILY,F,8
1978,EMINA,F,4
1978,EMINE,F,4
1978,EMMA,F,27
1978,ENDRE,M,45
1978,ERIC,M,13
1978,ERICA,F,5
1978,ERIK,M,306
1978,ERIKA,F,15
1978,ERLAND,M,8
1978,ERLEND,M,134
1978,ERLING,M,45
1978,ERNST,M,9
1978,ESBEN,M,10
1978,ESKIL,M,16
1978,ESPEN,M,379
1978,ESTER,F,8
1978,ESTHER,F,8
1978,EVA,F,178
1978,EVALDAS,M,6
1978,EVELINA,F,4
1978,EVELYN,F,18
1978,EVEN,M,59
1978,EVY,F,30
1978,EWA,F,26
1978,EWELINA,F,16
1978,EYSTEIN,M,9
1978,EYVIND,M,7
1978,FABIAN,M,8
1978,FADUMO,F,8
1978,FAISAL,M,5
1978,FANNY,F,4
1978,FATEMEH,F,6
1978,FATIMA,F,22
1978,FATMA,F,14
1978,FERNANDO,M,5
1978,FILIP,M,6
1978,FINN,M,36
1978,FLEMMING,M,5
1978,FRANCIS,M,5
1978,FRANCISCO,M,6
1978,FRANK,M,166
1978,FRED,M,12
1978,FREDDY,M,36
1978,FREDERIK,M,10
1978,FREDRIK,M,192
1978,FRIDA,F,20
1978,FRIDE,F,5
1978,FRITZ,M,6
1978,FRODE,M,343
1978,GABRIEL,M,13
1978,GABRIELA,F,12
1978,GABRIELLA,F,4
1978,GALINA,F,7
1978,GARD,M,23
1978,GAUTE,M,40
1978,GEIR,M,347
1978,GEORG,M,12
1978,GEORGE,M,15
1978,GEORGIOS,M,5
1978,GERD,F,18
1978,GIEDRIUS,M,4
1978,GINA,F,30
1978,GINTARAS,M,6
1978,GISLE,M,33
1978,GITTE,F,9
1978,GJERMUND,M,22
1978,GJERT,M,6
1978,GJERTRUD,F,16
1978,GLEN,M,5
1978,GLENN,M,120
1978,GLORIA,F,5
1978,GORAN,M,41
